long_description,label
created attachment piglit test triggers scissor bbox clamping errors flipped top function set scissor bits flipped might generate negative values clamp genx scissor struct fields unsigned assertion failure genx scissor rect pack going called attaching piglit test trigger problem window size calling glviewport values glviewport gldrawarrays cause assertion failure submit fix bug,1
created attachment segfault xref pdf fedora running virtualbox dependencies installed yum builddep poppler version git master command line master utils pdfseparate dev null gdb output reading symbols home foobar poppler utils libs pdfseparate done starting program home foobar poppler utils libs pdfseparate segfault xref pdfseparatefuzz pdf dev null program received signal sigsegv segmentation fault ffff xref getentry complainifmissing complainifmissing entry true xref entries type xrefentrynone,0
created attachment problematic rtf file see attached rtf file main section png picture displayed twice reproduce word openoffice writer,0
python dir obj pyuno object correctly finds method names python fails find names means introspected tab completion pyuno objects make attributes visible via members older method introspection removed python new standard define dir method returning list names see documentation http docs python org library functions html dir dir works least python,1
open new bug report since case resolved fixing bug bug steps cell type cell type cell type hit right sheet create new sheet move dragging cell sheet cell sheet issue cell sheet change step also reproduced cut paste reproduced beta ubuntu reproduced,0
created attachment fbo png mesa ccdb fcc master run piglit fbo first bad commit commit author brian paul date fri apr merge surface tiling branch master,0
created attachment large help content font seems new font used displaying online help font size seems large see attached screenshot,1
current mailing list admin email longer valid youness indicated longer wishes maintain please change admin email olivier crete collabora com,1
http api libreoffice org docs install html points users http www info zip org none binaries anymore better point http sourceforge net projects infozip files zip earlier imho,0
created attachment dmesg showing errors starting glxgears kills xserver kde load compositing switched last time happened kept dmesg anything else might useful using latest git xorg stack drm intel next branch kernel,1
original bug report https bugzilla gnome org show bug cgi gabble return avatar token self channel specific handle mucs empathy display,1
patch attached,0
reported blixtra gmail com created attachment patch check alternative namings qmake distros fedora qmake called qmake currently hardcoded qmake syncevolution attached patch check alternative name additional comments murrayc murrayc com looks good useful additional comments patrick ohly intel com merged thanks bug imported patrick ohly gmx utc bug previously known bug https bugs meego com show bug cgi imported attachment,1
created attachment screenshot world warcraft login page login screen world warcraft contains snow scape however snow looks misrendered blocks bug happens classic mesa gallium card agp radeon linux kms xorg drv git,1
created attachment example wrong axis plot ubuntu bit using libreoffice calc spreadsheet tried plot axis leyend appears wrongly didnt happend start happend problem appears one row plot see example thanks descargar cosas yahoo com,1
bug http bugzilla gnome org show bug cgi asked nickolay shmyrev file instead please describe problem find facility misses certain words pdf documents guess related ligatures steps reproduce download latex pdf document http arxiv org pdf search string indefinite first page actual results evince says found page expected results evince actually finds string indefinite occurs several times first page happen every time yes information stated guessing bug related ligature indefinite evince correctly finds substring inde indef indefi evince poppler ubuntu edgy,0
name brice goglin like get account fix documentation minor build problems taking care related bugs debian forwarded quite lot debian bugs bugzilla like fix minor ones stop forwarding trivial ones future preferred account name bgoglin quick list things could possibly commit drivers use package version major minor patchlevel already reported keyboard penmount manpage xgetcommand wrong return values xdrawarc man page maths come bad tty xmblookupstring man page warning error manual page xrmcombinedatabase twm uses getenv home getpwent manpage document environment variables xephyr manpage debian ati manpage mention radeon manpage possibly less trivial ones video glint crash load endian problem mga locks displaying mode frequency low thanks,1
issue dbus launch nothing start debus deamon print session details nonefile dynamic entry created per deamon instance way pre determine way run dbus daemon verbose mode copy session bus address manually hand set clients connect need automated way exposes session bus details windows clients use,1
description function fcfilescan states scans single file adds fonts found set add font given font file detailed bug description font file download found http linuxtesting org results report num,0
created attachment geometries apple aluminium keyboards hello following patches aims providing support long wired version apple aluminium keyboards ansi iso jis models support split several parts geometries three models specific symbols found three models sets evdev base rules xkb options make keyboards behave like keyboards fyi patches updated version patches sent xorg devel weeks ago,1
hello please add drivers gallium swr list component https bugs freedesktop org enter bug cgi product mesa thanks,0
created attachment dmesg output happened thinkpad intel following software versions stock kernel mesa intel drivers git libdrm xorg server problems docking laptop docking station attached two screens one one hdmi external screens stayed black laptop frozen undocking became responsive problem reproducible appeared also hibernating waking laptop please find dmesg output attached contains lot drm related error messages cat sys class drm card error error state collected relevant messages xorg log,1
result function get exported building msvc gtk head missing external,0
upgraded stopped recognizing half two finger scroll attempts treating plain pointer movements even run old new libinput debug gui side side former recognizes scrolls latter misses nearly half full multitouch touchpad synaptics rmi mode libinput linux synaptics rmi mode,0
first must say sure selected right component bug report since sure problem selectec lib glx stands backtrace xorg log old file happens sometimes use alt tab switch another window crashes returned kdm login screen ususally use laptop couple hours happens appears happens sooner use opengl apps see much info anywhere happens nothing dmesg elsewhere backtrace xorg log old anything usefull report system emachines laptop integrated ati mobility radeon graphics software mesa libdrm video ati git xorg server kde linux kernel,1
environment platform huronriver libdrm master mesa master fcadf deb xserver master xorg server efb deb video intel master kernel drm intel fixes daf ebb bbe bug detailed description start run rendercheck tests minutes kernel oops start gnome move window type keyboards kernel oops kernel oops render ring blt ring reproduce steps xinit rendercheck srcoveroverreversexor blend,0
created attachment xorg log summary says xorg segfaults loading compiled git attached xorg log,0
tabulation fill character characters disapear font effect set smal capitals steps reproduce bug write text set arbitrary trabulation using fill characters set font effect small capitals also confirm bug present libreoffice arch linux,1
working larger document pages stored locally windows laptop core gtx ssd drive causes frequent freezing scrolling document suddenly cause writer freeze completely even window cannot minimized sometimes takes several minutes software usable,1
making doc make entering directory var tmp paludis sys apps accountsservice work accountsservice doc making dbus make entering directory var tmp paludis sys apps accountsservice work accountsservice doc dbus usr bin xmlto xhtml nochunks doc dbus config xsl accountsservice xml xmlto var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml validate status xmlto fix document syntax use skip validation option var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element refsect validity error element refsect content follow dtd expecting refsect info title subtitle titleabbrev calloutlist glosslist itemizedlist orderedlist segmentedlist simplelist variablelist caution important note tip warning literallayout programlisting programlistingco screen screenco screenshot synopsis cmdsynopsis funcsynopsis classsynopsis fieldsynopsis constructorsynopsis destructorsynopsis methodsynopsis formalpara para simpara address blockquote graphic graphicco mediaobject mediaobjectco informalequation informalexample informalfigure informaltable equation example figure table msgset procedure sidebar qandaset anchor bridgehead remark highlights abstract authorblurb epigraph indexterm beginpage refsect refsect got title indexterm programlisting para cdata variablelist note note var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element simpara validity error element para declared simpara list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element simpara validity error element para declared simpara list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml element para validity error element para declared para list possible children document var tmp paludis sys apps accountsservice work accountsservice doc dbus accountsservice xml validate make leaving directory var tmp paludis sys apps accountsservice work accountsservice doc dbus make accountsservice html error make leaving directory var tmp paludis sys apps accountsservice work accountsservice doc make leaving directory var tmp paludis sys apps accountsservice work accountsservice make recursive error make recursive error make error,1
reported several times irc past dating back december least randr still working powerbooks decided good look tried find issues comparing registers randr non randr state openfirmware posts card default sets mode bit color however reason powerbooks internal lvds crtc plugging exernal analog tft screen flashes white init stays black randr able correctly recognize problem seemed happen internal lvds post bios image xorg log reg traces initial patch follow danny,0
created attachment fix compilation xserver fails openbsd sock maxaddrlen defined freebsd netbsd seem either googling seems suggest define darwin given fact code seems necessary linux seems get away without think replacing ifdef bsd sockets ifdef sock maxaddrlen safe,1
various libxklavier makefiles pass local build src dir paths flags global external support paths break compiling building libxklavier unrelated incompatible broken installed system might mask expected one source tarball always pass local global ones hand local needed anyway autotools automatically pass needed find config via default includes,0
libreoffice calc tools protection used protect sheet document document save odf document according tools options load save settings table protection key correctly derived using sha however odf attribute table protection key digest algorithm provided information defined odf attribute used odf document files protectionkeyresilience odf offbase ods odf offbase ods demonstrate defect abridged annotated content xml file protectionkeyresilience odf offbase content xml demonstrates defect second two files,0
created attachment fix ssia video ark uses obsolete pci functions,1
created attachment test case attached shader works correctly swrast fails also first assignment commented shader works cut version large set generated tests currently working need add individual test piglit,1
created attachment sample document problem description draw ole objects inserted ole existing draw document show horizontal black colored artifact lines position lines might change scrolling steps reproduce open attached sample document current behavior draw object navigation device shows ugly lines see screenshot expected behavior draw object navigation device look double click additional viewing problem ole object subit separate bug operating system windows version release,0
http www sfu jdbates tmp telepathy patch patch adds iface channel interface dtmf interface gabble empathy dialpad used calling asterisk jingle jingle supports dtmf according rfc rtp payload dtmf digits telephony tones telephony signals http datatracker ietf org doc rfc farsight already implements implement iface channel interface dtmf patch calls svc media stream handler emit start telephony event svc media stream handler emit stop telephony event like sip connection manager http thread gmane org gmane comp freedesktop telepathy,1
libreoffice crashes attempts following steps open spreadsheet cell selected open data validity dialog criteria tab allow field choose cell range right source field click shrink button shrink dialog close dialog without selecting cells expected result dialog would close data validation would used current result libreoffice crashes immediately,1
ago submitted layout turkmenistan turkmen layout based windows counterpart different keys therefore copying ctrl pasting ctrl work fixing turkmen keyboard layout letter place place,1
cms sasl support remove gnome keyring code mission control probably wait bit merging though adding branch early review anyone keen,1
created attachment dmesg recent drm intel nightly kernels mouse pointer flickers mouse movements keypresses problem kernels warning dmesg might relevant drm drm atomic commit commiting ffff cut warning cpu pid drivers gpu drm gem gem object pin warn vma pin count modules linked rfcomm checksum iptable mangle ipt masquerade nat masquerade ipv iptable nat nat ipv nat conntrack ipv defrag ipv con ntrack conntrack ipt reject reject ipv tcpudp bridge stp llc ebtable filter ebtables table filter tables iptable filter tables tables snd hda codec hdmi snd hda codec realtek snd hda codec generic binfmt misc snd soc skl snd soc skl ipc snd soc sst ipc snd soc sst dsp snd hda ext core snd soc sst match snd soc core snd compress bus snd pcm dmaengine dmac core nls iso snd hda intel dcdbas designware platform designware cor snd hda codec snd hda core snd hwdep snd pcm snd seq midi intel rapl snd seq midi event pkg temp thermal intel powerclamp coretemp kvm intel snd rawmidi kvm irqbypass crct dif pclmul crc pclmul snd seq brcmfmac snd seq device snd timer ghash clmulni intel brcmutil aesni intel cfg snd aes lrw mul glue helper ablk helper soundcore rtsx pci cryptd memstick serio raw shpchp joydev uvcvideo videobuf vmalloc videobuf memops hid multitouch videobuf videobuf core input leds videodev btusb btrtl media idma mei virt dma mei processor thermal device intel soc dts iosf intel lpss pci intel pch thermal hci uart btbcm btqca btintel bluetooth intel lpss acpi intel lpss acpi als int thermal int thermal acpi thermal rel int thermal zone mac hid kfifo buf industrialio acpi pad parport ppdev parport autofs hid logitech hidpp hid logitech hid microsoft usbhid rtsx pci sdmmc algo bit drm kms helper syscopyarea sysfillrect sysimgblt sys fops nvme nvme core drm ahci rtsx pci libahci hid wmi hid pinctrl sunrisepoint video pinctrl intel fjes cpu pid comm xorg tainted custom hardware name dell inc xps jhry bios ffff ffffffff ffff ffff ffffffff ffff ffff call trace dump stack warn xcb warn slowpath fmt gem object pin gem object ggtt pin gem object pin display plane intel pin fence obj intel prepare plane drm atomic helper prepare planes drm kms helper intel atomic commit drm debug printk drm drm atomic commit drm drm atomic helper update plane xec drm kms helper setplane internal drm drm mode cursor universal drm drm mode cursor common drm drm mode cursor ioctl drm drm ioctl drm drm mode setcrtc drm vfs read vfs ioctl set task blocked set current blocked sys ioctl sys sigprocmask entry syscall fastpath end trace caecc drm intel atomic commit preparing state failed environment details ubuntu dell xps laptop intel iris graphics,0
subject says really latest git commit commit fab afc author jerome glisse date wed dec drm ttm print debug information memory manager eviction fails add helper function print information eviction placements memory manager status eviction fails allocate memory space signed jerome glisse signed dave airlie,0
created attachment dmesg seeing gpu lockup basically renders computer unusable recent kernels radeon gpu lockup stall msec radeon gpu lockup waiting last fence ring drm uvd test error radeon fence wait failed drm radeon ring tests error radeon failed testing ring hardware imac radeon gddr working broken xorg comes dalays mostly black screen colored rectangular artifacts login fields working mouse cursor console still works bisected commit commit eaf author christian nig date tue oct drm radeon rework fix reset detection stop fiddling jiffies always wait radeon fence jiffies timeout consolidate two wait sequence implementations one function activate waiters remember reset already done instead trying reset one thread clear reset flag earlier avoid timeout test,0
set use libreoffice dialogs via tools options general file open focus address field one cannot list files tab,1
created attachment new sansa clip version fdi created fdi new version sansa clip since usb product seem changed new version clip also gotten much capabilities like ogg flac support new firmware true versions guess update version would also needed clip playlist folder removed playlist path,0
created attachment xorg log trying latest git version video intel driver get fatal server error bind memory front buffer using debian sid kernel laptop integrated graphics device,0
games tried teeworldstremulousneverball trigger following error run fullscreen laptop native resolution drm intel prepare page flip error prepared flip multiple times tremulous teeworlds associated lot black flashes flickers window mode fullscreen lower resolution flicker error using latest git everything believe flickers quite time probably reproducible latest stable release vga compatible controller intel corporation integrated graphics device rev mesa ddx eec drm intel next fbe org server,1
created attachment public ssh key please create account push source code changes created syncevolution repos see bug typically use pohly user name happy use whatever convention used fdo,0
playing wow mesa git bit crashed error wow exe page allocation failure order mode pid comm wow exe tainted call trace warn alloc failed alloc pages direct compact alloc pages nodemask get free pages radeon ioctl radeon drm put block drm drm ioctl drm radeon finish pages radeon unmap region raw write lock vfs ioctl vfs ioctl sys futex sys ioctl system call fastpath mem info dma per cpu cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd dma per cpu cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd normal per cpu cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd cpu btch usd active anon inactive anon isolated anon active file inactive file isolated file unevictable dirty writeback unstable free slab reclaimable slab unreclaimable mapped shmem pagetables bounce free cma dma free min low high active anon inactive anon active file inactive file unevictable isolated anon isolated file present mlocked dirty writeback mapped shmem slab reclaimable slab unreclaimable kernel stack pagetables unstable bounce free cma writeback tmp pages scanned unreclaimable yes lowmem reserve dma free min low high active anon inactive anon active file inactive file unevictable isolated anon isolated file present mlocked dirty writeback mapped shmem slab reclaimable slab unreclaimable kernel stack pagetables unstable bounce free cma writeback tmp pages scanned unreclaimable lowmem reserve normal free min low high active anon inactive anon active file inactive file unevictable isolated anon isolated file present mlocked dirty writeback mapped shmem slab reclaimable slab unreclaimable kernel stack pagetables unstable bounce free cma writeback tmp pages scanned unreclaimable lowmem reserve dma dma normal total pagecache pages pages swap cache swap cache stats add delete find free swap total swap pages ram pages reserved pages shared pages non shared drm radeon ioctl error failed parse relocation could memory leak somewhere,0
created attachment xorg log running tinycore linux general thin client vnc upgrading tiny core xorg vesa broke attached xorg log notably module int vendor org foundation compiled module version abi class org video driver version vesa initializing int vesa cannot read int vect running vortex previous versions seems fine perhaps something http cgit freedesktop org xorg xserver commit xfree int,0
created attachment xorg log video ati git switch console ctrl alt screen corrupted see garbage type commands recognized switching back works bug https bugs freedesktop org show bug cgi fact reverting commit help case also tried upgrade current git help either hardware mobility dell inspiron laptop,1
created attachment example conversion error pivot table item field empty present pivot function takes value insite pivot conversion function correct syntax excel function italian version info dati tab pivot amount officebyear voice converted getpivotdata amount officebyear voice conversion put contiguous quotes indicate empty value calc function use method rappresent example write correct conversion calc getpivotdata amount officebyear voice,1
created attachment lockup new game tried tal legend fedora game system newer fedora components kernel commit eeeba libdrm srpm koji recompiled llvm may branching done mesa may commit around dee compiled rpm float textures enabled rpm mesa libgl mesa libgl mesa libgl game makes radeon chip lock reliably point game starts long cutscene attached two dmesgs showing lockup first occurred started new game watched cutscene second occurred tried continue auto saved game,1
mesa ccdb fcc master run piglit fbo readpixels gdb kernel vsyscall raise sig nptl sysdeps unix sysv linux raise abort abort malloc printerr action str ptr malloc int malloc bytes malloc malloc check caller xaf hooks libc calloc elem size malloc fence create rank src gallium drivers llvmpipe fence setup fence setup ebbb src gallium drivers llvmpipe setup llvmpipe flush pipe eab flags fence xbf src gallium drivers llvmpipe flush llvmpipe flush texture pipe eab texture face level flush flags read cpu access flush src gallium drivers llvmpipe flush llvmpipe transfer map pipe eab transfer src gallium drivers llvmpipe texture pipe get tile raw pipe eab dst dst stride src gallium auxiliary util tile pipe get tile rgba pipe eab xbf src gallium auxiliary util tile readpixels ctx width height format type pack dest xbf src mesa state tracker readpixels mesa readpixels width height format type pixels xbf src mesa main readpix piglit probe pixel rgb test format piglit display bbeb display processwindowworklist window src glut glx glut event glutprocesswindowworklists src glut glx glut event abd glutmainloop src glut glx glut event main gdb frame fence create rank src gallium drivers llvmpipe fence struct fence fence calloc struct fence,0
current udisks master supports changing labels ext file systems udisks supported lot functional regression tested current version integration tests udisks http people canonical com pitti tmp udisks test put git little complete,0
reported bug ubuntu jaunty https bugs launchpad net ubuntu source xserver xorg video ati bug xserver xorg video radeon ubuntu claim support radeon man radeon fact xorg come screen white system freeze kagou agape lspci grep vga vga compatible controller ati technologies inc radeon kagou agape lspci grep kagou agape,0
created attachment adobe video speed failure system environment linux ubuntu bits kernel drm tip commit org regression bug detailed description embedded content derived adobe products plays high rate speed disregarding video buffered play high speed videos frame rate issues seem get stuck momentarily specially flv swf formats higher resolution heavier problem chopped playback reproduce steps open video streamed local resolution expected result play normal speed actual result plays intermittently different frame rates regular frame drop every one two seconds case flv swf videos plays playback rate chopped stuck analysis root cause possible maybe required bottleneck detection within graphics stack even per output port display sequencing improper buffer usage may happen due fact audio clocks misconfigured video find correct speed value display required amount textures buffered however totally different behavior using video codecs seems fail adobe derived video content,1
created attachment docx file reproduce error problem description segmentation fault deleting objects specific docx file file attached steps reproduce open docx file attached set cursor position first line hit delete button sometimes keyboard delete document objects images text current behavior segmentation fault gdb backtrace http pastebin com tpycub expected behavior delete objects text file one one platform debian wheezy linux amd smp sun dec utc gnu linux also tested virtualized windows hosted debian machine using virtualbox running libreoffice browser mozilla linux gecko firefox iceweasel,1
necessary add following line cairo damage add boxes function src cairo damage src cairo damage cairo damage add boxes cairo damage damage chunk count count damage tail next chunk damage tail chunk damage remain size count memcpy damage tail base boxes otherwise tail single list updated remain field leads either crash memory corruption encountered,0
created attachment parkoszlatinpolish pdf forwarding https bugs debian org attached file occasionally crash evince reloaded reproduce opening file evince hold ctrl evince crash within couple minutes set environment variable slice debug blocks running evince immediately abort message attempt release non allocated block,0
tests kms busy run subtest extended pageflip hang newfb default drm tip commit afd bccc author daniel vetter date mon may drm tip utc integration manifest igt igt version linux info task kworker blocked seconds tainted echo proc sys kernel hung task timeout secs disables message kworker workqueue events long hangcheck elapsed call trace schedule schedule schedule preempt disabled mutex lock isra mutex lock slowpath mutex lock slowpath mutex lock modeset backoff drm drm modeset backoff drm intel prepare reset reset wakeup xad handle error scnprintf hangcheck declare hang gen read hangcheck elapsed process one work worker thread kthread process one work kthread create node ret fork nmi backtrace cpu cpu pid comm khungtaskd tainted hardware name nuc ryb bios rybdwi call trace dump stack nmi cpu backtrace irq force complete move nmi trigger cpumask backtrace xff arch trigger cpumask backtrace watchdog kthread reset hung task detector kthread create node ret fork sending nmi cpu cpus,1
gcc gags rightly superfluous places least warnings screwed highly enough produces error warning tiny patch improves headers remove two still leaves plenty warnings notably lots pointer targets differ signedness,1
mouse usb name pixart usb optical mouse mouse dpi cheapo small mouse sold name logo http www amazon abb mouse uikam,0
copied advisory sent sebastian krahmer discovered published authentication bypass vulnerability pam fprintd caused bug dbus glib possible users dbus glib exploited way cve allocated vulnerability vulnerability fixed dbus glib version git commit users dbus glib upgrade bus maintainers consider use dbus glib deprecated encourage glib application library authors switch gdbus part glib since thanks sebastian krahmer bastien nocera bringing vulnerability attention red hat security response team allocating cve,0
according protocol key argument keycode xcb keycode right uint xcb keycode api abi compatible sure someone also verify wrong type argument,0
created attachment link gio mission control plugins dispatch operation policy uses gsimpleasyncresult link gio,0
created attachment add wtmp file monitor file monitor added wtmp file current user history info https bugzilla gnome org show bug cgi attached patch,1
undocked elements dock window title symbols title symbols belongs catalog define symbols used title elements dock window item view menu,0
created attachment dmesg output description problem times laptop connected external display via display port reboot machine login screen desktop completely frozen also desktop display frozen able ssh machine remotely stuff gathered journalctl dmesg logs via remote ssh happened laptop thinkpad although nvidia card noveou module blacklisted always use integrated intel graphics external display aoc monitor connected via display port version release number selected component applicable linux pern smp thu may utc gnu linux reproducible steps reproduce connect laptop external display via display port reboot laptop enter username password login screen watch desktop freeze actual results desktop frozen expected results desktop frozen,0
http cgit collabora com git user cassidy telepathy idle log pre next,0
problem description steps reproduce create text document saveas filename invalid characters like file saved extension cannot opened current behavior file saved different filename specified warning message given expected behavior warning file cannot saved specified opportunity user provide valid filename,1
refactoring gabble call implementation bit branch work progress http git collabora user wjt telepathy gabble wjt gita shortlogh refs heads call base classes depends bug bug unfortunately merged bug fixed describe bug,1
mesa master chipset ati radeon system architecture libdrm dev ubuntu kernel version generic linux distribution ubuntu machine model imac run piglit bgra sec color pointer test bin bgra sec color pointer test segmentation fault core dumped gdb vbo exec multidrawelements mode count type indices primcount src mesa vbo vbo exec array piglit display piglit tests general bgra sec color pointer display piglit tests util piglit framework fghredrawwindow window enumerator xbfd freeglut main fghcbdisplaywindow window enumerator xbfd freeglut main fgenumwindows enumcallback enumerator xbfd freeglut structure cdb fghdisplayall freeglut main glutmainloopevent freeglut main glutmainloop freeglut main main argc argv xbfd piglit tests util piglit framework gdb frame vbo exec multidrawelements mode count type indices primcount src mesa vbo vbo exec array mesa validate drawelements ctx mode count type indices gdb glint assert outside begin end flush ctx primcount mesa validate drawelements ctx mode count type indices return,0
created attachment modprobe radeon drm debug trying get evergreen adapter work radeon driver ppc machine attempting running seems infinite loop running test ring using kernel today follows excerpt logs entire modprobe log found attached drm evergreen blit init evergreen blit allocated radeon enabled radeon fence driver ring use gpu addr cpu addr radeon fence driver ring use gpu addr cpu addr drm ring test succeeded usecs drm ring test succeeded usecs drm evergreen irq set evergreen irq set int gfx drm test ring succeeded usecs drm evergreen irq set irq set int dma drm evergreen irq set irq set int dma drm evergreen irq set irq set int dma drm evergreen irq set irq set int dma radeon gpu lockup stall msec radeon gpu lockup waiting last fence drm dma test error radeon fence wait failed drm radeon ring tests error radeon failed testing ring guys idea could wrong looked thanks,0
created attachment dmesg system environment platform snb ivb hsw byt kernel drm intel nightly dbb bug detailed description run gem reset stats run subtest ban drm context banned error context hanging fast declaring banned appears always issue output igt version linux drm intel nightly reset status differs assumed test assertion failure function test ban file gem reset stats last errno input output error failed assertion assert reset status ctx good subtest ban fail reproduce steps gem reset stats run subtest ban,0
crashes gst launch audiotestsrc num buffers audio raw intendianness int channels int width int signed boolean truerate int depth int audioconvert audio raw floatrate int channels int endianness int width int fakesink setting pipeline paused pipeline prerolling caught sigsegv accessing address kernel vsyscall fbeb ace dynamic cfd yeah know helpful stack trace orc code backup works fine,1
confirmation dialog works unexpectedly sequence run uim pref gtk modify value press close button application window cancel button press confirmation dialog uim pref quits even answered,0
open existing database report builder report libo open report edit select data field activate property browser property browser shows content click label general tab shows content extra tab back general tab open report navigator select report general tab data tab shown extra tab back data tab report builder may updated new version issued extension site rev december needs version win opensuse bit version tested,0
create new document draw create shape rect right clic shape select area select tab colors color grid scroll bar anymore default palette click button load color list select another palette problem rendering different height color defined number colors palette visually awful usability point view difficult select color palette get bigger one case palette scribus biggest renders colors impossible select color expected behavior render colors grid constant height vertical scrollbar problem also visible preferences,1
one goal use wocky instead gabble,0
gtk used log viewer renderer compiling log viewer already optional could render allow make gtk dependency optional,1
trying run democracy demo http www positech democracy demo html wine serious display problems console output see mesa related problems reporting fixme surface iwined dsurfaceimpl preload invalid enum glgentextures surface mesa implementation error bad target bindtexture please report bugzilla freedesktop org mesa implementation error bad target bindtexture please report bugzilla freedesktop org fixme surface surface allocate surface invalid enum glteximage surface fixme surface read framebuffer texture invalid enum glcopytexsubimage surface video card card ati radeon earlier ati technologies inc radeon mobility firegl display vga memory device part xorg conf looks like section device identifier device vendorname ati technologies inc boardname ati radeon earlier driver ati option dpms option xaanooffscreenpixmaps endsection using mandriva linux mesa,0
openvg openvg fails compile make rule make target src gallium state trackers vega libvega needed lib egl openvg stop configuration autogen prefix usr dri driverdir usr lib xorg modules dri dri drivers radeonr state trackers glxdriegl egl platforms drm driver dri enable opengl enable gles enable gles enable openvg enable xcb enable glx tls enable driglx direct enable egl disable glut enable gallium enable gallium egl enable gallium enable gallium radeon disable gallium llvm disable gallium nouveau disable gallium swrast,0
example touchpad bug high minus edge scroll zone makes touchpad surface area small use case disable horizontal scroll area important anyway cases needed tell users use scroll bars instead,0
created attachment patch add flushing xprop spy piping output xprop spy script output buffered script see property changes immediately show xprop spy run tty since output unbuffered default fix simple fflush stdout entering spy mode outputting property patch attached,1
running piglit second time shaders cached several tests fail intermittently piglit spec arb shading language pack active sampler conflict unexpected error error error tests spec arb shading language pack execution active sampler conflict expected error invalid operation piglit spec arb tessellation shader execution tcs input read array interface probe color expected observed test failure line piglit spec glsl execution geometry clip distance probe color expected observed test failure line,0
