bug_id,long_description,label
WINE-26240,steps to reproduce remove wine winetricks gecko wine r studio exe help index behaviour nothing expected behaviour something terminal output fixme htmlhelp htmlhelpw hh case hh display index not handled ,1
WINE-21096,utorrent fails to connect through https protocol it s connection system fully relies on the iexplorer implementation this error shown up in versions previous to the but since to the ssl connection problem was solved now with appears again could be related to better certificate checking on secure connections in ,1
WINE-14784,setwindowhookex fails to inject dll conatining the hookproc into another process if the dll is linked with another dll in the same directory which is not on path suppose dlla getmsgprocis is in a dll and a dll is linked to b dll with those code hwnd findwindow notepadnull idthread getwindowthreadprocessid hwnd null setwindowshookex wh getmessage dlla getmsgproc hinst idthread setwindowshookex will fail because it can not load b dll which is imported by a dll if hwnd is created by current process there is no problem but in above code notepad is not the current process i have created a simplest test application attached with source and compiled exe dll to show the above bug on wine ,1
WINE-16213,excel with native dcom in order to be able to use vba editing formulas inside dells often almost every times hangs the application a regression test shows this patch as culprit f eaa aecdef a f fc e e f b b b is first bad commit commit f eaa aecdef a f fc e e f b b b author alexandre julliard date tue nov kernel moved allocation of the dos memory area to ntdll d c df de a d c f ed d fce c ab bd d ab ab f f ad fab a m dlls reverting this commit and the following one for successful compilation in the bug disappears i can make more tests if needed ciao max,0
WINE-6555,i installed tonelab soundeditor se using wine under ubuntu edgy this program is used to change patches on the vox tonelab se guitar multi effect board through midi when i start this program i get the message fixme midi oss midiinit synthesizer supports midi in not yet supported the program starts but the midi interfaces do not work ,0
WINE-28024,the installer of icy tower no longer work ,0
WINE-27818,hi a user reported this problem on userforum the installer pops up a messagebox failed to create output file from a debug log there s a weird looking filename call kernel createfilea b d c users louis temp ir sf temp x ret b ret kernel createfilea retval ffffffff ret b maybe wine chokes in creating a a weird filename like x or the filename is misread from the installersetup file haven t got a clue really ,0
WINE-35269,hello folks while verifying bug i stumbled into another problem relevant part of backtrace snip unhandled exception page fault on read access to x in bit code xf backtrace xf memcmp sse x in libc so x e x e a e itypelib fngettypeinfoofguid xcd iface guid pptinfo home focht projects wine wine git dlls oleaut typelib c in oleaut x e x ded get typeinfo x tid ifile tid typeinfo x e home focht projects wine wine build dlls scrrun include oaidl h in scrrun x e x ded ad file getidsofnames xba iface riid rgsznames cnames lcid rgdispid home focht projects wine wine git dlls scrrun filesystem c in scrrun x e x a d in msvbvm x d x e b x a in msvbvm x x e e x a e in msvbvm x df x f x d in msvbvm x d x f x e in mobilemaster x e x f xf memcmp sse x in libc so movl xfffffff edx ebx modules module address debug info name modules pe bc export mobilemaster pe d c deferred tssofficemenu d pe a export msvbvm elf b ba dwarf kernel threads process tid prio all id s are in hex mmstarter exe d c program files mobile master mobilemaster exe snip trace log with ole gives a bit of hint snip pwd home focht wine drive c program files mobile master winedebug tid seh relay scrrun typelib wine mmstarter exe log txt trace scrrun file getidsofnames x b x e c x e c trace ole itypelib fngettypeinfoofguid x af x e c trace seh raise exception code c flags addr xf d ip f d tid trace seh raise exception info trace seh raise exception info trace seh raise exception eax d ebx f d ecx c c edx esi e a edi deecda trace seh raise exception ebp e esp e cs ds b es b fs gs b flags snip strange guid in second parameter of itypelib fngettypeinfoofguid source http source winehq org git wine git blob a d ac b fb d be f e df a dlls scrrun scrrun private h l snip typedef enum tid t null tid idictionary tid ifilesystem tid ifolder tid itextstream tid ifile tid last tid tid t snip the corresponding array and referencing code source http source winehq org git wine git blob a d ac b fb d be f e df a dlls scrrun scrrun c l snip static refiid tid ids iid null iid idictionary iid ifilesystem iid ifolder iid ifile hresult get typeinfo tid t tid itypeinfo typeinfo if typeinfos tid itypeinfo ti hres itypelib gettypeinfoofguid typelib tid ids tid if failed hres err gettypeinfoofguid s failed x n debugstr guid tid ids tid hres snip itextstream tid was added with commit http source winehq org git wine git commitdiff a d ecb cb c ba ded d e d c but the array was not synchronized leading to out of bound indexing for ifile tid sha sum mobilemasterinst exe bedc c f a aac f f mobilemasterinst exe du sh mobilemasterinst exe m mobilemasterinst exe wine version wine gb b b regards,0
WINE-32937,trying to install freemake video converter http www freemake com free video converter it tells me setup has detected that one or more of freemake programs are currently running here is terminal output strace and screenshot,1
WINE-26221,terminal shows fixme gdiplus gdipgetfamilyname no support for handling of multiple languages fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipcreatehalftonepalette stub fixme gdiplus gdipdrawimagepointsrect image wrap mode not implemented fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc fixme gdiplus gdipfillrectangle graphics object has no hdc so i tried native which fixes it i tried to get a gdiplus trace but it quickly went over gig s and is not compressing well the demo is only mb ,1
WINE-17810,base unittests exe currently does not run to completion under wine you can repeat the whole test by doing wget http kegel com wine base unittests tgz tar xzvf base unittests tgz wine base unittests exe the first problem is that it hangs on directorywatchertest newfile you can repeat this specific problem with wine base unittests exe gtest filter directorywatchertest newfile,0
WINE-6147,i ve had this issue with dc and as far as i can tell only with this application it works quite well although as soon as i switch to another workspace in gnome and then back again the contents of the dc window is blank and if i move a window over it it smears all over the dc window quite normal when a window doesn t redraw itself this bug also occured on my earlier computer wich ran a different window manager the only similarity that i can think of is that they both use an ati graphics card although the old one used the open source driver and this one is using the closed source driver no output is generated when switching desktops as far as i can tell so i don t really know what else to post here if you think that some log or anything else can be of use please tell me and i will post it you do a great job ,1
WINE-2094,plain launching of the essential main setup exe file leads to the deadlock sheer output follows home s cc reports msie wine mnt atsarga bin acadfeui setup exe could not stat mnt fd no such file or directory ignoring drive a could not stat mnt fd no such file or directory ignoring drive a fixme advapi setthreadtoken nil nil stub nt impl only fixme ntdll ntqueryinformationtoken x x e x e stub fixme advapi setthreadtoken nil x stub nt impl only fixme powermgnt setthreadexecutionstate x stub harmless fixme powermgnt setthreadexecutionstate x stub harmless fixme heap globalmemorystatusex we should emulate the gb bug here as per msdn fixme imagehlp stackwalk xffffffff xfffffffe x eef x eefd nil x bf da x bf df nil stub err ntdll rtlpwaitforcriticalsection section x loader c loader section wait timed out in thread c blocked by d retrying sec ,1
WINE-33844,created attachment grandia screenshot hello everyone when i tested out grandia ii the game looks very white look at screenshot ,1
WINE-28110,created attachment log thunderminiinstall exe crash download thunderminiinstall exe wget http down sandai net mini thunderminiinstall exe from http dl xunlei com mini html start the installer with wine wine thunderminiinstall exe wine call from x b a to unimplemented function msvcp dll basic string wu char traits w std v allocator w std qaeaav pb w z aborting wine unimplemented function msvcp dll basic string wu char traits w std v allocator w std qaeaav pb w z called at address x b a thread starting debugger ,0
WINE-24843,created attachment screenshots with builtin and native comctl right clicking on one of the upper toolbars other than the tab bar such as the drive bar produces a menu where individual toolbars can be enabled or disabled and the toolbars can be locked or customized in wine the text that goes with these options is missing and the menu only shows a checkmark or blank space for each option they still function as expected though workaround native comctl must be version to avoid a crash on startup ,1
WINE-946,bug comments restored from gmane org pmmail installs fine with a cvs date but with current cvs does not i discovered this while trying to verify bug additional comments from tony lambregts telusplanet net i have narrowed it down to this patch http www winehq com hypermail wine cvs html it affects loader pe image c and memory virtual c so component could be either kernal or loader i guess i am assigning it alexandre julliard since it was his patch that broke the app ,0
WINE-3797,when starting notepad exe i always get the messages err rebar rebar adjustbands phase failed x maxx start end err rebar rebar adjustbands phase failed x maxx start end i assume this is related to the icon bar which is overwritten software notepad from http www flos freeware ch wine and ,1
WINE-24556,steps to reproduce create a new wine delete all disk drives except c from wine dosdevices thus leaving only c cd tmp run notepad hit file open crash birdie localhost tmp notepad wine unhandled stack overflow at address x e b thread starting debugger err seh setup exception record stack overflow bytes in thread eip ef fa esp e stack x x x console freezes unfortunately i cannot produce a backtrace because wine is hanging at this point ,0
WINE-6185,hi i installed and ran diablo ii lod fine the only problem right now is that the movies cutscenes randomly freeze and the storyline is really important to me so please don t say as long as you can play it s fine is there a fix to this ,1
WINE-9101,using native dinput dll let the game proceed ,0
WINE-15882,i reported this bug to ekiga but they said me this is a wine bug let me explain and sorry for my bad english if i m playing a normal linux game like ioquake fullscreen and someone calls me in ekiga the incoming call popup is displayed correctly and i can quit my game and answer the call but if i m playing a windows game with wine like soldat or worlds of goo or any fullscreen wine application and someone calls me the incoming ekiga call popup isn t displayed at all and if i quit the game ekiga is still ringing without popup and i can t answer the call so i can t use any wine application fullscreen and ekiga at the same time ,1
WINE-12651,when starting starcraft with any kind of sound directsound hardware acceleration enabled basic standard full in winecfg the ingame sound has a very bad sound quality it sounds like it was output by an bit sound card this is particularly noticeable when you click on any of the buttons in the starting screen here is an lspci v of the used soundcard b audio device intel corporation h ich family hd audio controller rev subsystem apple computer inc unknown device a flags bus master fast devsel latency irq memory at db bit non prefetchable size k capabilities power management version capabilities message signalled interrupts mask bit queue enable capabilities express root complex integrated endpoint msi capabilities virtual channel capabilities root complex link kernel driver in use hda intel kernel modules snd hda intel ,1
WINE-11582,can t try this trial out very well it installs but when you start it the try button just locks the app ,1
WINE-21580,created attachment full terminal output in pikachu volleyball version only the background music doesn t loop like it does in windows the midi track plays once per match then quits the following line of terminal output appears when the music should loop but ends instead fixme winmm mmsystem midistream player unknown mevt x ,0
WINE-29340,wine g d ,1
WINE-19425, notepad foobar txt pops up a dialog telling you that the file does not exist and asking if you d like to create it yes opens notepad with foobar txt but doesn t create a new file no opens notepad with a blank new document cancel closes notepad on windows choosing yes immediately creates the new empty file ,1
WINE-27841,created attachment images steps to reproduce remove wine winetricks gecko wine setup exe default installation behaviour installation goes very slow all the time i see the same window see st image in attachment there is an error in the middle see nd image in attachment funkcja zako czy a niepowodzeniem means function has failed installer ends after very long time hour with message that it has failed expected behaviour installation should go quicker ,0
WINE-18210,the game will not progress past the child birth sequence after choosing your sex and hearing some dialogue you can do nothing but hit e to cry while the doctor stands over you in an idle animation sequence with the background sound still playing ,1
WINE-32117,created attachment wbemprox log the game crashes early on startup popping up an unhandled exception window clicking on generates a backtrace that indicates that the crash occurred in wine s wbemprox dll clicking on generates a minidump file the problem appeared after d a d dbf a dd d ef e ceef is the first bad commit commit d a d dbf a dd d ef e ceef author hans leidekker date thu oct wbemprox implement win processor uniqueid f aece fe e f ce dcd d e a b efb f c a caf a a aa m dlls can be reproduced with the demo version as well install then start the game with bin genesisrising exe the demo is over mb let me know if you need further info or tests logs ,0
WINE-7510,super copyright build v bld january installs only partially because installation does not complete application does not run super copyright is free software and can be downloaded at no charge from the url above ,1
WINE-2793,mirc displays the following behavior using the cvs build of wine from mar start up mirc and log connect to a server the chat line at the bottom displays the typosetting paragraph character the p with double lines text can be entered on the line and it appears ok there but when one hits enter what is sent to the server is truncated or missing for example join any channel results in joining a blank channel quit or part results in the server saying server does not recognize the qui command or server does not recognize par command console lines show the following as each character is typed fixme richedit richeditansiwndproc em settextmode stub fixme richedit richeditansiwndproc em setundolimit stub fixme richedit richeditansiwndproc wm setfont stub fixme richedit richeditansiwndproc em fmtlines stub fixme richedit richeditansiwndproc em scrollcaret stub fixme richedit richeditansiwndproc em setrect stub fixme richedit richeditansiwndproc em scrollcaret stub,0
WINE-6785,continuum when run in a non virtual desktop displays the correct menu but it doesn t display anything in the window that opens if you try to enter an arena it works fine in a virtual desktop this only occurs in the windowed mode if run in an unwindowed mode without a virtual desktop there is no problem ,1
WINE-25287,the nuclear blast effect in rise of nations gold edition looks awful when running under wine there is supposed to be a smooth white effect but instead there is no real transition and the screen stays at a white point for the duration of the effect during which time artifacts can be seen on screen ,1
WINEHQ_APPS_DATABASE-17775,following work completed today many users including me are unable to log in to the appdb and are returned to the front page clearing cookies has no effect ,0
WINE-30829,created attachment fallout bug see attached backtrack trace log,1
WINE-26382,example http netikka net dev logintest exe click button after waiting it should say login ok but it fails and then crash http aijaa com v php i jpg source procedure tform button click sender tobject var strpostdata string data pointer url flags targetframename postdata headers docs olevariant startedtime timeout dword doc ihtmldocument begin strpostdata username testaaja account is anonymous just created it for this postdata vararraycreate length strpostdata varbyte data vararraylock postdata try move strpostdata data length strpostdata finally vararrayunlock postdata end url http www aijaa com login php act login flags emptyparam targetframename emptyparam headers referer http www aijaa com login php content type application x www form urlencoded startedtime gettickcount timeout webbrowser navigate url flags targetframename postdata headers while webbrowser busy or webbrowser readystate and gettickcount startedtime timeout do application processmessages if gettickcount startedtime timeout then begin edit text timeout exit end startedtime gettickcount after login load main page webbrowser navigate http www aijaa com while webbrowser busy or webbrowser readystate and gettickcount startedtime timeout do application processmessages if gettickcount startedtime timeout then begin edit text login failed end check if login still ok if supports webbrowser document ihtmldocument doc then if assigned doc getelementbyid fid then begin edit text login ok end else edit text login failed end,1
WINE-33071,created attachment terminal output for wine adobe reader is not installing on wine here is the link for downloading the application http ardownload adobe com pub adobe reader win x en us adberdr en us exe,0
WINE-6871,i m not entirely sure what s being displayed rather than the textures but it looks very odd the blue haze is missing from the intro and as you can see in the attached screenshot everything is missing their textures and replaced with black and silver stuff this game didn t used to be like this so this is a regression i ll begin testing tommorow ,1
WINE-17446,created attachment slideshow to reproduce the crash the attached slideshow causes powerpoint viewer and powerpoint to crash in winemp acm iii dequantize sample i have attached the backtrace ,1
WINE-38988,created attachment executable showing the results of the code quoted above the bug was detected on a system as follows linux mint bit wine with a bit environment orginal microsoft net framework installed in wine irrelevant if v or v or v irrelevant if installed directly or using winetricks if a net program written in c and running on a system as described above uses an explicit conversion from decimal data type to float data type this conversion sometimes gives wrong results there is no error message at all but the result is completely wrong i e it is not just a matter of rounding however the result is not always wrong but only for certain numbers see below the same program executed on a windows system or on a linux system with mono works fine therefore the program seems to call some functions within the original ms net framework which are not correctly executed by wine the c code which demonstrates the bug is as follows example decimal d m float f float d console writeline value as decimal d console writeline value converted to float f example d m f float d console writeline value as decimal d console writeline value converted to float f a compiled file is attached run it on a windows system or on a linux system with mono and it works fine run it using wine with the original ms net framework and the bug will occur ,0
WINE-14943,created attachment console output during installation codesys is a iec programming system for controllers equipment use in automation process codesys needs the net framework i successfully installed it with winetricks i also installed gecko and vcrun the installation stops at about and stays there for about minutes after minutes i get an alert there was an error at adding a program to the firewall exception list c programme s codesys codesys common codesys exe more of those alerts appear with the gatewayservice exe codesysspservice exe reptool exe and another one the installation continues and says it finished successfully the gateway is also running and the codesysspservice runs too but the development environment doesn t start up ,1
WINE-9353,when i call createfile like this createfile testdir generic read generic write null open always file attribute normal file flag backup semantics null with the directory testdir existing it sets error access denied while windows xp sp sets error already exists didn t confirm the windows side myself the correct flag i should be passing instead of open always is open existing which works on windows xp as well from a first try to find the cause for this i believe that it is not in createfile and neither in ntcreatefile but somewhere in wineserver ,1
WINE-10310,as the title says in console thousends of fixme imm immnotifyime ni closecandidate native imm dll fixes this tested with demo and retail,0
WINE-18093,created attachment image showing the problem i m using wine git downloaded in compiled using gcc version red hat on fedora i the problem is when i set resolution to e g x the game want s to restart and after that the screen is black but i can hear music in main menu and sometimes something blurry shows i blindly start the race and made image in race which shows the problem the game is blurry but the replay controls are sharp graphic card gf m gt drivers default configuration offscreenrenderingmode backbuffer doesn t work with fbo multisampling enabled not set in game videomemorysize overrides d dx dll mib xinput dll kb openal dll kb ,1
WINE-590,when running any program under wine the memory usage increases in certain instances most programs seem to run with tiny to no memory leaks when they are running without active focus and without the cursor over any part of their window microsoft word with an untitled empty document open will increase it s memory usage at a rate of megabyte every seconds if the cursor is moved around over the ms word window faster rates are noticed when moving over buttons other programs exhibt similar behavior often memory usage will remain steady as long as the cursor is not moving and or not over the window of the program running under wine ,0
WINE-5966,this app requires xp but setting xp in winecfg isn t enough yet the installer fails because of a missing function in kernel trace module load dll found loaded module lc windows system kernel dll for lc windows system kernel dll at x ee count f ret kernel loadlibrarya retval ee ret d f call kernel getprocaddress ee getnativesysteminfo ret f f call ntdll ldrgetprocedureaddress ee fbd fbd ret eebc c f ret ntdll ldrgetprocedureaddress retval c a ret eebc c f call ntdll rtlntstatustodoserror c a ret eebc d f ret ntdll rtlntstatustodoserror retval f ret eebc d f ret kernel getprocaddress retval ret f f call kernel outputdebugstringa c failed getprocaddress ret f call kernel widechartomultibyte b a lthe plus photo story le installation wizard cannot continue because microsoft windows xp is not installed on your computer see the microsoft plus home page at http www microsoft com plus to verify that your computer meets the system requirements for plus photo story le ff ret ed b,1
WINE-34911,hello folks as the summary says prerequisite winetricks q dotnet if you switch themes save settings the app displays a message box exception thrown terminal output snip wine call from x b a bf to unimplemented function windowscodecs dll ipropertybag write proxy aborting snip winetricks q windowscodecs works around sha sum winlaunch zip d fb d a fc bba a c c winlaunch zip du sh winlaunch zip m winlaunch zip wine version wine g c d a regards,0
WINE-41911,studio one fails to launch because of this error wine call from x bc c to unimplemented function kernel dll findnlsstringex aborting,1
WINE-31917,created attachment backtrace log microsoft vb enterprise got error when opening existing project ,1
WINE-30485,created attachment wine megui console log first run arch linux x fully updated clean win prefix megui opensource gui wrapper for various video encoding utilities download latest build at http sourceforge net projects megui files latest download source files install winetricks dotnet winetricks dotnet winetricks gdiplus all successfully install i ve also tried installing avisynth and k lite mega codec pack does step makes little difference to the megui program crash megui will run update itself updates are stored in a local update cache folder as zip d z d archives gets to a stage of asking for a system restart whether you say yes or no and manually shutdown megui with the exit menu option the program eventually crashes the wineserver shuts down starting megui again results in an immediate crash this a deal breaker for the software the download megui zip archive needs to be updated to extract the tools in the update cache folder otherwise there will not be any encoders available to use earlier installable executable version of megui exhibits an identical crash when updated bob,1
WINE-19628,created attachment wine console output muziic reports an error as soon as it s loaded and exits dialog reports run time error object doesn t support this property or method vbrun required to get this far ,1
WINE-8788,run voyage century online client free downloadable gb sail on the ocean and i get this same error over and over fixme d d shader vshader set limits unrecognized vertex shader version i have a geforce fx w ram using the nvidia binary driver ver on ubuntu feisty x ,1
WINE-26568,created attachment winedebug msi on wine steps to reproduce remove wine winetricks gecko flash wine laucher exe install license server next next next behaviour installer hangs up on starting services expected behaviour installer should finish successfully terminal output fixme storage create storagefile storage share mode not implemented err msi iterate actions execution halted action lmakevddregentry b c d cb d b e db returned ,1
WINE-21426,fallout tactics was working in in full screen mode it is not longer true for ubuntu unfortunately i am unable to provide regression tests as git misbehaves with my externally attached storage and can t switch between branches as git constantly complains about lots of local modifications no matter which revert way i use ,0
WINE-13285,hi the game die v lker gold edition does not install correctly the bug is that the file c windows diev lkergold ini is not created during installation the wise installer msi report no error yet running the game says it was not installed correctly call kernel getprivateprofilestringa bd c searchpaths bd d hdd searchpath c ca c c c c windows diev xf lkergol d ini ret running msiexec by hand in order to produce a log file shows among other log messages msiexec l foo log i d setup setup msi action writeinivalues schreiben von ini dateiwerten datei version abschnitt info schl ssel version wert v datei hddsearchpath abschnitt searchpaths schl ssel hddsearchpath wert c programme games voelker which seems to indicate that the correct calls were made to have the file created i created the file by hand using the keys values from the log file info version v searchpaths hddsearchpath c programme games voelker cdsearchpath d game uninstallpath msiexec x ecfedb ce d c ee c bc bf the error message then disappears it is replaced by another one saying that the cinepak codec is not installed but that s another bug maybe the umlaut in the file name causes trouble i ve seen other applications not yet tested again in rc produce ascii windows ini files successfully ,0
WINE-21868,if you try to create a online profile in anno or anno venice it s possible to login but uploading will fail anno doesn t crash or sth and wine just prints the code lines i ll attach into the console i realy wish this problem to be fixed soon because i want to play anno multiplayer with my friends and i can t without an online profile ,1
WINE-476,see bug for instructions approximate number of references ,0
WINE-43603,created attachment debug application log i use commfort application to chat with friends it s support copy paste images from clipboard after upgrading wine from to and in next it s broken i try to trace with cmd winedebug fixme allwarn cursor clipboard wine commfort exe see logs in attachment,0
WINE-10142,created attachment back traces warcraft iii window disappear for taskbar and screen when changing between desktops but sound still plays i think it can happen to other applications too already reported bnet doesn t connect anymore ps application was still running at the point of back traces only killing the process works so ubuntu gutsy ,1
WINE-12483,will not install install fails with following errors fixme advapi lookupaccountnamew null lryanroth nil x f fc nil x f x f f stub fixme advapi lookupaccountnamew null lryanroth x aaa x f fc x x f x f f stub fixme msi msi unimplemented action stub migratefeaturestates ignored lupgrade table values fixme msi action handlestandardaction unhandled standard action lsetodbcfolders fixme msi msi unimplemented action stub migratefeaturestates ignored lupgrade table values fixme msi msi unimplemented action stub removeexistingproducts ignored lupgrade table values err ole cogetclassobject class d a f d a f e not registered err ole cogetclassobject no class object d a f d a f e could be created for context x err ole cogetclassobject class d c f d a f e not registered err ole cogetclassobject no class object d c f d a f e could be created for context x fixme msxml dllcanunloadnow fixme msi action customaction rollback only action rollbacks not supported yet fixme msi msi unimplemented action stub removeshortcuts ignored lshortcut table values fixme msi msi unimplemented action stub removefolders ignored lcreatefolder table values err ole cogetclassobject class d a f d a f e not registered err ole cogetclassobject no class object d a f d a f e could be created for context x err ole cogetclassobject class d c f d a f e not registered err ole cogetclassobject no class object d c f d a f e could be created for context x fixme msxml domdoc createnode unhandled node type fixme msxml dllcanunloadnow err msi custom get thread return invalid return code err msi iterate actions execution halted action linstallfinalize returned err msi iterate actions execution halted action lexecuteaction returned ,1
WINE-5991,to reproduce download and run the msde installer msde a exe from http www microsoft com downloads details aspx familyid d a bc f bafa e b eb this will unpack to directory c msderela or c sqk ksp go to that directory then run setup exe sapwd hello securitymode sql it will fail with dialog box fatal sqlunirl dll initialization error file src procaddr c line nddeapi dll could not be loaded nt error and after you click ok you ll see err msi iterate actions execution halted action lsetpropsqlmsdeinstalled d e c b abc eab c b returned nddeapi dll is not yet implemented in wine see http windowssdk msdn microsoft com en us library ms aspx for an overview i ll probably try copying in a native nddeapi dll from my winxp partition next ,1
WINE-25247,using wine and alien swarm hangs when trying to create a game or join a game using and previous versions it works tried on normal wineprefix and clean wineprefix ,1
WINE-3089,i have just copied over all the dll overrides into the user reg from the winetools utilities and have reformated them by exporting the registry using regedit and saving the relevent dlloverrides section then importing them to a fresh wine directory when attempting to use winecfg to view these overrides it instantly crashes into a winedbg session reporting buffer overflows or some such by adding the overrides using the winecfg interface you can reach the same error after about dlls ,0
WINE-24960,created attachment example large datafile bioedit installs and runs fine but freezes when you try to load a datafile steps to reproduce download and install bioedit http www mbio ncsu edu bioedit bioedit html run bioedit open a large datafile example datafile in attachment large data fas the only error message in the console is err seh setup exception record stack overflow bytes in thread eip bc e aa esp d stack x x x ctrl c kills the program this does not happen if a smaller file is loaded example in attachment small data fas note this example is not a particularly large datafile i just called it large to distinguish the two examples ,1
WINE-15314,created attachment year old minigolf hlp file broken display since wine minigolf hlp is displayed incorrectly in and whereas and worked more precisely winhlp displays roughly odd chars instead of all text the index entries are shown correctly though an educated guess regression testing reading about richedit while looking for duplicates located the cause between wine and in commit b f a d e a fced afab bad winhelp make richedit the default for rendering on this version still had the ability to switch renderer via winhelp richedit which got lost in get rid of the old internal rendering on via this variable i could very that this transition indeed causes the bug the file kb is attached ,0
WINE-33101,created attachment terminal output flashdevelop fails initialization when i try to run it download page http www flashdevelop org community viewtopic php f t ,1
WINE-27028,created attachment regression test to when playing warcraft iii frozen throne the mouse cursor flickers wildly when moved making it almost impossible to select anything and overall play the game strangely enough the bug is only present when using the touchpad to move the mouse cursor it does not manifest when using a regular mouse i ll try to test it in other machines and see what i have the bug was introduced in and a the offending commit found with a regression test with is attached ,0
WINE-7257,this application looks for the file iexplore exe i tried to add it to the fakedll section of wine inf i trying to touch wine drive c program files iexplore exe but it seems it s not sufficient https www postfinance ch pf content fr seg biz service download edoc na biz html https www yellownet ch java dman setupdocumentsmanager exe,1
WINE-15754,created attachment x drv win looks like bug might have an ugly cousin trying to test bug the installer prompt is hidden works fine in virtual desktop nothing useful in the terminal win x drv attached,1
WINE-5509,while starting new game it crashes with the attacheed log this is with current cvs worked fine in wine ,0
WINE-20248,itunes and either crash on load or crash right after loading ,0
WINE-3558,application crashes at startup debugging output or debugger don t give any usefull advice for me download the file mentioned above install went fine running installed tina exe gives wine unhandled exception thread starting debugger winedbg starting on pid x in bit mode xffffe popl ebp modules module address debug info name modules pe x a deferred tina threads process tid prio all id s are in hex d c program files designsoft tina pro for windows ti tina exe winedbg terminated on pid x starting the application in winedebug gives winedbg starting on pid xa breakpoint at x entrypoint in tina in bit mode start process at spare bon wine wine dlls kernel include winternl h x bb d start process xcd spare bon wine wine dlls kernel include winternl h in kernel jmp x bb start process xc spare bon wine wine dlls kernel process c in kernel static inline void winapi dbgbreakpoint void asm volatile int wine dbg c stopped on breakpoint at x entrypoint in tina wine dbg c fixme winedbg be i remove xpoint cannot get back instead of xcc at first chance exception page fault on write access to x in bit code x f e register dump cs ss b ds b es b fs b gs eip f e esp baafefc ebp baaff eflags rizp eax ebx f e e ecx baafee edx esi f f edi f d stack dump x baafefc baaff f e fc f a x baaff c f beff baafff x baaff c baaff bba bbfde x baaff c bb beff ffffffff x baaff c bb b bb bba bd x baaff c baafff baaff bb ef backtrace x f e x baaff x x f a x f e xorl eax x eax wine dbg bt all backtracing for thread xb in process xa c program files designsoft tina pro for windows ti tina exe backtrace x f e x baaff x x f a now a message box pops up telling in the title protecti rest cut off error the messagebox can t be changed in size ,1
WINE-38778,the game is an oldie from around the demo supports only d d mode the game hangs with a black screen and cpu usage after starting start the demo with bin winblade exe select renderer screen resolution and audio device in the launcher then click button to start the game terminal output fixme ddraw directdrawenumerateexa flags x not handled fixme win enumdisplaydevicesw null x b x stub fixme win enumdisplaydevicesw null x aca x stub fixme win enumdisplaydevicesw null x a x stub fixme ddraw ddraw initialize ignoring guid aeb cdd e ea c cc reverting the following commit fixes the issue commit ebc cd dbf d b c f eac author henri verbeet date tue jul ddraw check for a lost surface in ddraw surface flip wine g e bee fedora nouveau mesa d from git the problem is present with the binary drivers as well ,0
WINE-12052,because wine currently maps joystick hat as axes which makes playing il really difficult i ve been trying to use axis mapping however some applications crash on startup if axis mapping is enabled and pov is mentioned somewhere i m using thrustmaster usb joystick for jstest device information see jstest info txt under wine device feels different joystick seems to have different sensitivity and small unexpected deadzone which doesn t exist on windows without axis mapping joystick seems to work mostly fine but joystick hat is being mapped as axes not as point of view control dinput test works normally and reports failrues see dinput test normal txt for log when i try to use following axis mapping to make hat work in il xyzpov rz dinput test crashes on second test and hangs while printing backtrace see dinput test crash txt for dinput and trace debug data see dinput test trace txt aquired using winedebug tracedinput wine dinput test exe so joystick with this mapping flatout crashes after intro movies see flatout crash txt with this mapping il works fine but doesn t recognize hat controls anyway with another mapping xyzpov dinput test crashes in the same way see dinput test crash txt for details it looks like crashes occur only when pov is included in axis mapping ,0
WINE-2114,patch http cvs winehq org patch py id causes filenames to gain a leading question mark e g myfile txt in bit file open dialogs whereupon the files cannot be accessed as the listed names differ from the actual names ,0
