long_description,label
user agent mozilla windows windows pre gecko minefield pre build identifier need mechanism submit contents variable number locations configured different submission targets would ideal specify submission targets via instance data possible xforms new element child mechanism used integrating healthcare enterprise http www ihe net request form data capture rfd profile reproducible always,1
per comments bug approved two new root certs daddy inclusion mozilla related products please include new certs nss update appropriate nss cvs tag patch properly pulled firefox thunderbird etc nightly builds certs available url referenced bug direct lines also daddy entry verified sha fingerprints daddy representative marking patch blocking bug,0
use find type enabled find toolbar currently shown pressing spacebar activates find bar scrolls page key press scroll page use find type enabled find toolbar shown pressing spacebar adds space character find bar scrolls page key press add space character,0
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox automatically check updates enabled deer parc firefox installed extensions themes get notification updates deer parc found dont get notified update found extension way see extension update available manually open scroll extensions look update button behind extension since extension updates never applied automatically unexperienced users look regularly auto check gets pretty useless users stuck old extensions could potential security risk old unsafe extensions aka greasemonkey beeing updated therefore setting severity major major feature broken afterall please notice lowered normal reproducible always steps reproduce make sure automatically check updates enabled extensions install old extensions update available update check works took tech linkification flashgot may raise maxversion install rdf latest nightlies set extensions update interval something low dont want wait restart browser browse normally watch notification wait approx minutes propbably app update timer actual results visible notification sign etc extension update found update downloaded installed way see auto check sucessful watch update buttons expected results sort notification update extension found asking installed like application updates maybe even respect automatically donwload install update setting,1
broken link new firefox help page,1
user agent mozilla macintosh intel mac gecko firefox build identifier crash reporter window missing dialog next checkbox say include url crash report instead next checkbox see screenshot url reproducible always steps reproduce download beta build force browser crash use testcase bug needed open crash reporter verify dialog missing localized string actual results missing string include url crash report expected results string localized,0
video controls videocontrols css updated mozilla changes,1
heikki ran flawfinder http www dwheeler com flawfinder mozilla branch flawfinder found warnings internationalization code list warning false positive comment issue real issue make patch let get checked addition checking branch also check trunk intl locale src mac nsdatetimeformatmac cpp buffer strcat check buffer overflows consider using strncat strlcat intl locale src nslocaleservice cpp buffer strcpy check buffer overflows consider using strncpy strlcpy intl locale src nslocaleservice cpp buffer strcpy check buffer overflows consider using strncpy strlcpy intl locale src nslocaleservice cpp buffer strcpy check buffer overflows consider using strncpy strlcpy intl uconv public nsicharsetconvertermanager buffer sprintf check buffer overflows use snprintf vsnprintf,1
requesting cvs write access mozilla calendar mozilla toolkit themes pinstripe,0
commerce buying windows decided try purchase weedwacker repair part today using mozilla windows browsed www sears com parts direct web page entered model number weed wacker intermediate web page presented showed craftsman weedwacker gave opportunity confirm clicking continue next web page clicked radio button allowed view diagram weedwacker drive shaft cutter head popup window displayed message click get plugin clicked directed start installing java plugin windows installation ran completion afterward tried view diagram weedwacker drive shaft cutter head prompted click get plugin exited mozilla restarted browser point received audible bell error message needing restart allow something complete installation rebooted computer restarted mozilla error revisited www sears com tried view drive shaft cutter head prompted click get plugin well obviously install work viewed installed mozilla plugins help plugins noticed mozilla list java plugin however open windows control panel invoke add remove programs applet see java runtime environment standard edition listed installed app appears java plugin installation working mozilla,0
bit unsafe cast void int testiothreads cpp causing build fail gcc,0
invitation third mozilla meetup essen germany please publish anytime march march thanks english third mozilla meeting ruhr area happen tuesday unperfekthaus essen invited anyone wants talk mozilla idea organization products fixed agenda users volunteers translators developers welcome addition discussing latest products situation german community technology world general issue addition also help problems various mozilla products like firefox thunderbird seamonkey facts time tuesday every first tuesday month location unperfekthaus friedrich ebert str essen city recognize firefox mascot table german der dritte mozilla stammtisch ruhrgebiet findet dienstag uhr essener unperfekthaus statt eingeladen ist jeder der sich ber mozilla die idee die organization und die produkte unterhalten chte ist keine feste agenda vorgesehen anwender helfer bersetzer und entwickler sind herzlich willkommen neben diskussionen ber die aktuellen produkte und die situation der deutschen community wird auch die technik welt allgemeinen thema sein erdem helfen wir auch gern bei problemen mit den verschiedenen mozilla produkten wie firefox thunderbird oder seamonkey die daten berblick zeit dienstag uhr jeder erste dienstag monat ort unperfekthaus friedrich ebert str essen city ihr erkennt uns firefox maskottchen auf dem tisch,0
user agent mozilla linux gecko build identifier mozilla linux gecko editing existing event spans one day pop edit event dialog initializes end date start date end time hour past start time like defaults new event calendar version mozilla calendar cal reproducible always steps reproduce create event spanning days start end select event select edit selected event actual results edit event dialog pops end date set start date end time one hour start time expected results end date time shown originally entered,0
checked patch bug morning unfortunately watch typing credited bug mistake,1
netscape com using layers recently friday weekend netscape com started fail layout properly console javascript error http netscape com core line document layers properties error suppressed event handler,1
bugzilla helper user agent mozilla windows windows gecko buildid realy know mozilla problem site problem login account website get popup window saying application could found works reproducible always steps reproduce get account free try log mozilla actual results popup window says login name wrong expected results able log,1
news news mozilla org cbdmf newssvr news prodigy net jack wrote got popup window due used indicate whether http versus https seem indicate problem one tell whether redirection occured one sure one sending user name password secure channel settings enable display protocol http https well think legitimate concern way determine http https think security regression,0
greater styling though using definitions directly,1
spun bug wherein several wanted clone know clone bug rather dropping back product chooser every time wanted clone bug bugzilla devs indicate requiring choose product every time want clone bug intended behavior bug comment definition clone includes retaining classification product component assignee reason make clone search product component assignee wanted file new bug gone filed new bug cloning use involves changing basically flag basically indicates different branch steps file bug foopy newpie boopy assi yippie darpy summary peppy comment hipp hipp horrip click clone expected results bug prefilled foopy newpie boopy assi yippie darpy summary peppy comment hipp hipp horrip actual results heavily customized bugzilla product chooser bug comment yes would expect clone keep component etc hardest part fill use case needed file new bug similar task sure fill found old one correct hit clone someone wants file different component think trivial change component pick one scratch comments bug users bugzillas indicating reasons clone clone without requiring trip product chooser desirable copied two regular bmo users good people eclipse attached patch bug attachment makes clone behave sanely since patch filing bug bmo see taking local customization fix cloning,1
user agent mozilla windows windows gecko build identifier mozilla windows windows gecko alarms supposed never neither popup email alarms work reproducible always steps reproduce set alarm event wait time alarm nothing happens actual results nothing happens expected results alarm email sent also failure send email failure show alarm produce visible evidence failure,1
may xbl rdf problem sure believe xbl initial construction elements dom attributes properties value empty string even exist rdf property asserted value unasserted longer dom attribute property handling whether value exists makes existence empty string checked also empty string asserted attribute added dom though added rdf attach testcase form firefox extension shortly,0
sicking talking finally need run xslt dom test suites build directions would much appreciated,0
created attachment screen resolution diff,0
web view http mozilla org users asrail gmail com tooling repository broken due viewing http mozilla org users asrail gmail com raises error took look lot user repositories,0
created attachment patch followup bug ask checkbox unresponsive script dialog access key simple patch fix attached used ampersand access key marker nsipromptservice expects,0
extracted brian nesse email getenv call preferences context mapped nspr function getenv retrieves environment variables windows unix pulls data array mac underlying nspr functionality appear exist mozilla support preferences access however possible add support autoconfig context,1
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows pre gecko seamonkey pre since closed tabs seamonkey tied browser history user uses tools clear private data menu clears browsing history seamonkey needs clear stored closed tabs otherwise user uses undo close tab tab bar content menu entry blank tab opened cannot closed reproducible always steps reproduce close one tabs click tools clear private data menu item window opens check browsing history click clear private data right click tab bar select undo close tab actual results blank tab opens tab cannot closed expected results undo close tab open grayed closed tabs restore something seamonkey needs observe browser purge session history notification wipe window savedbrowsers array observed would suggest either browser xml tabbrowser xml think later would make sense,1
hard summarize set usecss false select text midas set bold creates foo switch back css mode italisize creates foo bold removes tags also removes italic css inline declaration huge issue since switching css markup probably going happen initialization,1
add new netlock class root certificate nss longer critical certificate extension nss support bug stated bug comment root certificate first one four roots comment issue ssl server certificates issues email certificates issues code signing certificates corresponding yes yes answers three questions comment,0
oracle default delete restrict constraint restrict keyword,0
mozilla macintosh ppc mac mach gecko firefox crash load testcase stack trace nsbox doesneedrecalc nssize const nsframe getprefsize nsboxlayoutstate nssize nssprocketlayout getprefsize nsiframe nsboxlayoutstate nssize nsgridrowleaflayout getprefsize nsiframe nsboxlayoutstate nssize nsboxframe getprefsize nsboxlayoutstate nssize nsxulscrollframe getprefsize nsboxlayoutstate nssize nsboxframe reflow nsprescontext nshtmlreflowmetrics nshtmlreflowstate const unsigned nsxulscrollframe reflow nsprescontext nshtmlreflowmetrics nshtmlreflowstate const unsigned nssvgoutersvgframe reflow nsprescontext nshtmlreflowmetrics nshtmlreflowstate const unsigned nscontainerframe reflowchild nsiframe nsprescontext nshtmlreflowmetrics nshtmlreflowstate const int int unsigned unsigned canvasframe reflow nsprescontext nshtmlreflowmetrics nshtmlreflowstate const unsigned nscontainerframe reflowchild nsiframe nsprescontext nshtmlreflowmetrics nshtmlreflowstate const int int unsigned unsigned nshtmlscrollframe reflowscrolledframe scrollreflowstate const int int nshtmlreflowmetrics int nshtmlscrollframe reflowcontents scrollreflowstate nshtmlreflowmetrics const nshtmlscrollframe reflow nsprescontext nshtmlreflowmetrics nshtmlreflowstate const unsigned nscontainerframe reflowchild nsiframe nsprescontext nshtmlreflowmetrics nshtmlreflowstate const int int unsigned unsigned viewportframe reflow nsprescontext nshtmlreflowmetrics nshtmlreflowstate const unsigned incrementalreflow dispatch nsprescontext nshtmlreflowmetrics nssize const nsirenderingcontext presshell processreflowcommands int presshell willpaint nsviewmanager flushpendinginvalidates nsviewmanager enablerefresh unsigned nsviewmanager endupdateviewbatch unsigned presshell initialreflow int int nscontentsink startlayout int nsxmlcontentsink startlayout nsxmlcontentsink didbuildmodel nsexpatdriver didbuildmodel unsigned int nsiparser nsicontentsink nsparser didbuildmodel unsigned nsparser resumeparse int int int nsparser onstoprequest nsirequest nsisupports unsigned nsdocumentopeninfo onstoprequest nsirequest nsisupports unsigned nsbasechannel onstoprequest nsirequest nsisupports unsigned nsinputstreampump onstatestop nsinputstreampump oninputstreamready nsiasyncinputstream nsastreamcopier postcontinuationevent locked handleevent processpendingevents,0
alex needs commit access dir commit patch,0
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox bug discovered teamoverload firefox versions probably affected specially crafted webpage file disguised image right click view image file attempt download run bypass list extensions wma defaulted like malformed wma loaded going view image websites loaded way well reproducible always steps reproduce download attached archive causes problem launch web page right click choose show image first image open windowsmediaplayer second different web page actual results wmp alternate web page opened expected results browser deny access corrupt images done internet explorer allows system access confirmed secunia currently creating advisory,0
media omx plugin omxplugin cpp following createdecoder omxdecoder omx new omxdecoder apluginhost adecoder omx omx init return false leak instance omxdecoder allocation successful init call,1
know related scheduled maintenance feb lists mozilla org longer responding hails,0
user agent mozilla windows windows gecko build identifier mozilla windows windows gecko attempt select certificate signing probably encryption well mozilla crashes instead displaying certificate selection screen reproducible always steps reproduce edit mail newsgroup account settings imap mail account security digital signing select certificate causes mozilla crash everytime actual results browser crash appears identical bug bug marked fixed mozilla buildid clearly reproducable expected results display screen allow select certificate tried submitting talkback crash report talkback seem able connect gives error agent unable connect server please check proxy settings try later using proxy tried multiple times day period,1
user agent opera windows build identifier product want localize firefox language country code indonesian contact details name email web page available dody suria wijaya dodysw gmail com http miaw tcom edu dody reproducible always,1
using bit shell build bit leopard crashes opt debug without definesetter watch xfunction return usually dereferences trust filing security sensitive sometimes divides instead usual curious bit used dvander build instructions bug comment,0
prefs dialog privacy security validation dropdown list response signer starts short gets wider select something first look list entries say built object tell apart see attachment screenshot select something dropdown gets wider see attachment would nice dropdown wider start change size,1
similar bug except pattern frame see use construction think also fixed couple spelling mistakes comments,0
please provide patch remove sidebar bug analysis,1
macosx sunbird mozilla tinderbox issues seems week ago macosx sunbird mozilla tinderbox changed macosx darwin xserve clbr moz tinderbox since time macosx tinderboxen fail report following error error file netwerk necko properties exist file exist windows linux build succeeds seems tinderbox issues checking locales cvs logfile checkout start thu mar pdt cvs checkout failed create lock directory calendar calendar cvs lock permission denied cvs checkout failed obtain dir lock repository calendar cvs checkout aborted read lock failed giving checkout finish thu mar pdt builds tinderbox sunbird mozilla darwin clobber mozilla dist calendar app contents macos sunbird bin exist building following locales files copy busted files copy busted files copy busted files copy busted scp oprotocol builds tinderbox sunbird mozilla darwin clobber xserve mozilla packages calbld stage mozilla org home ftp pub calendar sunbird tinderbox latest mozilla builds tinderbox sunbird mozilla darwin clobber xserve mozilla packages file directory command failed,0
bug initially created clone bug bug checked bulk patch leaving one string sub optimal info url read browser safebrowsing warning infourl pref inserted moreinformationtext localized string instead hardcoding url string patch,0
user agent mozilla linux gecko fedora firefox build identifier reference see bug reproducible always steps reproduce patch coming discussion irc neil,1
user agent mozilla macintosh intel mac gecko firefox build identifier lightning macosx xpi testing lightning zarafa groupware application sending appointment send attendees invitations via email checked send operation fails error noted found server mitel sme server running qmail qpsmtpd strictly enforces rfc rfc requires date header reproducible always steps reproduce create event add attendees check send attendees invitations via email save close check outlook dialog server rejects message actual results error dialog popped expected results sent emails attendees,1
created attachment patch msgselectoffline xul includes ton files actually need,0
dbaron checkin bug broke xlc compiler building string src nspromiseflatstring cpp get following compiler error similar dist include string nsbufferhandle line expression type nssharedbufferhandle cannot converted nssharedbufferhandlewithdestroy,1
user agent mozilla windows windows gecko firefox build identifier mozilla thunderbird windows want create lists pab entry coming another pab ldap directory entry appears many times pab lists reproducible always steps reproduce create pab pab pab create entry pab john doe dummy org create empty lists pab drag drop entry john doe pab pab drag drop entry john doe pab pab actual results john doe appears twice pab expected results john doe appears pab bug makes pab messy makes users crazy case difficult explain use efficiently pab important bug creates distrust opposite thunderbird remark pab major function corporate area must work high reliability large enterprise deployment thanks,1
toggle group domain group visit default sorting mode change domain displayed alphabetically weird see sorted last visit date visits sorted date default,1
created attachment sample app config resource php please execute following authstage prior art project alter table resources add char null alter table resources add extension varchar null please create config file app config please create file resource php contents one attached bug please edit file correct path app webroot,0
onder het kopje bestand aangeduid met strg mijn tekst voorstel sluiten aangeduid met strg mijn tekst voorstel afsluiten onder het kopje naar aangeduid met blank mijn tekst voorstel leeg het adresboek onder kaart eigenschappen aangeduid met pieper mijn voorstel semafoon aangeduid met departement mijn voorstel afdeling email nieuwsgroepen verkeer aangeduid met downloaden mijn voorstel ophalen aangeduid met koppen mijn voorstel berichten berichtkoppen misschien niet mogelijk draft concept klad aangeduid met inbox mijn voorstel postvak nog vertalen templates sent trash help het web bladeren lege stukken gemeld door tom jansen bewerkt door,1
sorry figuring sooner made changes support firefox day turns process needs restarted work,0
frustrating web design company site incorrectly identifies mozilla netscape refuses entry even though site works fine mozilla painstakingly load internal page manually site flash anyway exact message image police man holding stop hand netscape logo netscape suitable way view site netscape moment coz contains numerous bugs let use internet explorer first apologise netscape users,1
mouse wheel scroll events propagate viewport fixed pos elements spawned bug reason fixed pos frame hangs fixed list viewport frame means traversing frame ancestor chain nseventstatemanager doscrolltext misses scrollportframe html steps reproduce load testcase position mouse green area mouse wheel scroll actual results nothing happens expected results scrolling occurs,1
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox quick search entire message actually searches message body headers well confusing inconsistent edit find search messages changed body consistency reduced confusion reproducible always,1
nice seamonkey council mozilla org got mail blocking seamonkey flag changes,0
assertion cannot set user pass auth url error file mozilla netwerk base src nsstandardurl cpp line break file mozilla netwerk base src nsstandardurl cpp line xpcom core dll nsdebug assertion const char astr const char aexpr const char afile int aline line necko dll nsstandardurl setuserpass const nsacstring input line docshell dll nsdefaulturifixup createexposableuri nsiuri auri cdaa nsiuri areturn line xpcom core dll xptc invokebyindex nsisupports unsigned int methodindex unsigned int paramcount nsxptcvariant params line xpc dll xpcwrappednative callmethod xpccallcontext ccx xpcwrappednative callmode mode call method line xpc dll xpc callmethod jscontext jsobject obj unsigned int argc long argv long line dll invoke jscontext unsigned int argc cdaa unsigned int flags line dll interpret jscontext cdaa long result line dll invoke jscontext unsigned int argc cdaa unsigned int flags line xpc dll nsxpcwrappedjsclass callmethod nsxpcwrappedjs wrapper unsigned short methodindex const nsxptmethodinfo info cdaa nsxptcminivariant nativeparams line xpc dll nsxpcwrappedjs callmethod unsigned short methodindex const nsxptmethodinfo info nsxptcminivariant params ebc line xpcom core dll prepareanddispatch nsxptcstubbase self unsigned int methodindex unsigned int args unsigned int stackbytestopop line xpcom core dll sharedstub line appcomps dll nsbrowserstatusfilter onlocationchange nsiwebprogress awebprogress nsirequest arequest nsiuri alocation line docshell dll nsdocloaderimpl fireonlocationchange nsiwebprogress awebprogress nsirequest arequest nsiuri auri line docshell dll nsdocshell setcurrenturi nsiuri auri line docshell dll nsdocshell onstatechange nsiwebprogress aprogress nsirequest arequest unsigned int astateflags unsigned int astatus line docshell dll nsdocloaderimpl fireonstatechange nsiwebprogress aprogress nsirequest arequest int astateflags unsigned int astatus line docshell dll nsdocloaderimpl dostartdocumentload line docshell dll nsdocloaderimpl onstartrequest nsirequest request nsisupports actxt line necko dll nsloadgroup addrequest nsirequest request nsisupports ctxt line gklayout dll nshtmldocument createandaddwyciwygchannel line gklayout dll nshtmldocument opencommon nsiuri asourceuri const nsacstring acontenttype int areplace line gklayout dll nshtmldocument open const nsacstring acontenttype int areplace nsidomdocument areturn line gklayout dll nshtmldocumentsh documentopen jscontext ffff jsobject obj unsigned int argc long argv cdaa long rval line dll invoke jscontext unsigned int argc cdaa unsigned int flags line dll interpret jscontext cdaa long result line dll invoke jscontext unsigned int argc cdaa unsigned int flags line xpc dll nsxpcwrappedjsclass callmethod nsxpcwrappedjs wrapper unsigned short methodindex const nsxptmethodinfo info cdaa nsxptcminivariant nativeparams line xpc dll nsxpcwrappedjs callmethod unsigned short methodindex const nsxptmethodinfo info nsxptcminivariant params line xpcom core dll prepareanddispatch nsxptcstubbase self unsigned int methodindex unsigned int args unsigned int stackbytestopop line xpcom core dll sharedstub line websrvcs dll nshttpsoaptransportcompletion handleevent nsidomevent aevent line xmlextras dll nsxmlhttprequest notifyeventlisteners nsidomeventlistener ahandler nsisupportsarray alisteners nsidomevent aevent line xmlextras dll nsxmlhttprequest requestcompleted line xmlextras dll nsxmlhttprequest onstoprequest nsirequest request dee nsisupports ctxt unsigned int status line necko dll nshttpchannel onstoprequest nsirequest request nsisupports ctxt unsigned int status line necko dll nsinputstreampump onstatestop line necko dll nsinputstreampump oninputstreamready nsiasyncinputstream stream line xpcom core dll nsinputstreamreadyevent eventhandler plevent plevent line xpcom core dll handleevent plevent self line xpcom core dll processpendingevents pleventqueue self line xpcom core dll nseventqueueimpl processpendingevents line gkwidget dll nswindow dispatchpendingevents line gkwidget dll nswindow processmessage unsigned int msg unsigned int wparam long lparam long aretvalue fce line gkwidget dll nswindow windowproc hwnd hwnd unsigned int msg unsigned int wparam long lparam line user dll user dll user dll translatemessage xef user dll getmessagew user dll dispatchmessagew appcomps dll nsappstartup run line mozilla exe main int argc char argv cdaa nsisupports nativeapp line mozilla exe main int argc char argv line mozilla exe maincrtstartup line kernel dll termsrvappinstallmode native frame anonymous awebprogress xpconnect wrapped nsiwebprogress arequest null alocation xpconnect wrapped nsiuri chrome navig ator content nsbrowserstatushandler locationuri null location browser undefined usertypedvalue undefined blank undefined hostport undefined popupicon undefined object object native frame gotnews resp xpconnect wrapped nsisupports nsisoapmessage nsisoapresponse call xpconnect wrapped nsisupports nsisoapmessage nsisoap call status true file mozilla extensions webservices soap tests soapheadlinenews html ret xpconnect wrapped nsisupports nsisoapblock nsisoapparameter undefined detail undefined undefined detailstr undefined function gotnews resp call status document getelementbyid button value request news status alert error completion status else resp fault null var ret resp getparameters false window open null null status notoolbar nomenubar nolocation document open document write ret value document close else var resp fault var detail detail var new xmlserializer var detailstr detail serializetostring detail alert fault namespace faultnamespaceuri nfault code faultcode nfault string faultstring nfault actor faulta ctor ndetail detailstr return true native frame,0
user agent mozilla compatible msie windows maxthon slcc net clr media center net clr infopath rtc ciba net clr net clr build identifier bug order finishruntimescriptstate sweepscriptfilenames still occur cause crash dear developers investigating bug order finishruntimescriptstate sweepscriptfilenames latest javascript code repository bug order finishruntimescriptstate destroy hash table sweepscriptfilenames access table causing crash used sempahores successfully enforce feasible schedule latest source code prove bug order still happen although bug hidden another fix another bug fix bug adding null check marksweep atomstate bug order dangerous past years starting bug developers tried ordering mechanisms like waitforgc avoid bug order failed corresponding bug order old code freeatomstate marksweep atomstate regarding fixes bug schedule cause crash please refer bug pages details null check marksweep atomstate deployed bug fixed means fix bug actually fix crash still occur patches added since using semaphores bug happen execution reproducible always steps reproduce add patch latest source code repository run simple testcase start two threads two threads bug occur actual results output shows finishruntimescriptstate called one thread marksweep scriptfilenames called another thread destroycontext tid critical region contextnum tid sets sem tid tid sets sem tid tid waitforgc destroycontext enter tid state gclevel tid post sem tid wait sem destroycontext tid critical region contextnum tid sets sem tid tid sets sem tid tid wait sem tid wakes sem tid waitforgc destroycontext enter tid state gclevel tid markscriptfilenames tid destroy finishruntimescriptstate tid post sem tid wakes sem tid markscriptfilenames tid markscriptfilenames nuuuuuuul crash without scriptfilenametable check tid sweepscriptfilenames nuuuuuuul crash without scriptfilenametable check crash gdb backtrace remove null check marksweep scriptfilenames functions see finishruntimescriptstate already destroyed table gdb hashtableenumerateentries ccb arg jshash cpp sweepscriptfilenames jsscript cpp gckind normal jsgc cpp destroycontext mode jsdcm force jscntxt cpp destroycontext jsapi cpp runjavascript,1
file certdb line length retrieved expression current name len possible use local variable cnlen shown pseudo patch port memcpy current name data current name len port memcpy current name data cnlen,0
internal token stores token symmetric keys creating dummy public key database listpublickeysinslot come across key try extract extractpublickey get back null function real public key store null public key list cert function check null extractpublickey enter list case work around checking null public keys list skipping,1
see bug fixed loops use one backward branch bug fixed shortly loops avoid branch top goto backward bottom,1
far tell security mozilla org always mailed new bug filed security group box checked least time mailed group set several times know gone newly filed security bug found security group checkmark removed mail ever received makes wonder times group set non new bugs getting mail course knowing bug goes public potentially bad thing could something unconfirmed bugs know always true recent ones exhibited problem unco bugs could security mozilla org account set mailed unco bugs problem might since recent bmo upgrade remember first started noticing possible around longer noticed recently new member security group started help triage incoming,1
view source pages adds two web shells closing window removes one tested mornings linux build tested tools history search etc leak getting,1
user agent opera bork edition windows build identifier mozilla windows windows gecko opening cookie manager preferences privacy security cookies manage cookies tools cookie manager manage stored cookies cookie manager window grow horizontal vertical direction reproducible always steps reproduce preferences privacy security cookies manage cookies actual results clicking every time make bigger fills screen expected results remember standard size saved one user,0
created attachment simple testcase opacity set element last two rows pixels clipped incorrectly,1
hope break web fixing old spidermonkey bug new runtime option added bug,0
bug initially created clone bug splitting since patch landed bug,1
noticed get two biffstate notifications past working bug saw general problem nsmessengerosxintegration init care default server changes accountmanager addrootfolderlistener ensure success rvrv nscomptr mailsession getservice msgmailsession contractid ensure success rvrv care unread total count changes return mailsession addfolderlistener nsifolderlistener boolpropertychanged nsifolderlistener intpropertychanged get rid call accountmanager addrootfolderlistener problem goes away think case biff folder pass back root folder inbox therefore lose anything getting itemint changes account root notice nsmessengerunixintegration duplication nsmessengerwinintegration since watch defaultserveratom nsmessengerwinintegration onitemboolpropertychanged favour ripping addrootfolderlistener call since currently care server changes sure like windows let know patch,0
enthusian appear fully supporting latest mozilla builds specifically although allow page navigated time sheets filled form cannot submitted even worse clear form accepted server side enthusian either change website indicated newer unstable versions mozilla based browsers supported allow mozilla based browser greater version determined internal requirements,1
bugzilla helper user agent mozilla windows windows gecko buildid dom inspector tab object object dom node nodename nodevalue column headers imho nodename quite confusing think node attribute attribute attribute name appropriate nodename would think dom property nodename gives name element similarly attribute value value appropriate nodevalue reproducible always,1
meta bug tracking work make gecko accessible assistive technology products,1
remote debugging protocol grips supposed provide enough information display brief summary object without round trips like expand object grips functions include names whether explicit inferred provided developer draft documentation https github com jimblandy debuggerdocs compare master displayname quick summary function grips would look like type object class function actor actor name name displayname displayname userdisplayname userdisplayname drop calleename functionname properties frame environment forms forms also include function grips name properties would redundant nameandparameters request become simply parameternames,0
created attachment patch fix checkin comment minor simple fix needed define log differently various places necko one file netwerk build nsnetmodule actually even use macro winds seeing various definitions already undef log various places file needed add couple make warning away,0
msingleton static member getsingleton method getting cleared object destroyed second attempts create object failed index xpcprivate rcs file cvsroot mozilla src xpconnect src xpcprivate retrieving revision diff xpcprivate xpcprivate xpcprivate hide ctor dtor nsxpcthreadjscontextstackimpl virtual nsxpcthreadjscontextstackimpl static nsxpcthreadjscontextstackimpl msingleton index xpcthreadcontext cpp rcs file cvsroot mozilla src xpconnect src xpcthreadcontext cppv retrieving revision diff xpcthreadcontext cpp xpcthreadcontext cpp xpcthreadcontext cpp addref nsxpcthreadjscontextstackimpl nsxpcthreadjscontextstackimpl nsxpcthreadjscontextstackimpl nsxpcthreadjscontextstackimpl msingleton nsnull static define iid knsxpcthreadjscontextstackimpliid ijscontextstack iid impl isupports nsxpcthreadjscontextstackimpl knsxpcthreadjscontextstackimpliid nsxpcthreadjscontextstackimpl nsxpcthreadjscontextstackimpl msingleton nsnull static nsxpcthreadjscontextstackimpl nsxpcthreadjscontextstackimpl getsingleton static nsxpcthreadjscontextstackimpl singleton null singleton singleton new nsxpcthreadjscontextstackimpl return singleton msingleton msingleton new nsxpcthreadjscontextstackimpl return msingleton readonly attribute print count,0
bugzilla helper user agent mozilla linux buildid mozilla installed tar starts enter http bugzilla mozilla org query cgi goaheadandlogin location start entering login name appropriate dialog soon enter first character login name mozilla crashes output crash tina tina mozilla mozilla tina tina mozilla run mozilla mozilla bin mozilla five home usr local downloads tarballs mozilla mozilla library path usr local downloads tarballs mozilla mozilla usr local lib library path usr local downloads tarballs mozilla mozilla usr local downloads tarballs mozilla mozilla components shlib path usr local downloads tarballs mozilla mozilla libpath usr local downloads tarballs mozilla mozilla addon path usr local downloads tarballs mozilla mozilla moz program mozilla bin moz toolkit moz debug moz debugger registering plugin types registering plugin types javascript error line uncaught exception scrollbars skin properly supporting mac smart scrolling prefs javascript error line uncaught exception scrollbars skin properly supporting mac smart scrolling prefs document http bugzilla mozilla org loaded successfully document http bugzilla mozilla org relogin cgi loaded successfully document http bugzilla mozilla org query cgi goaheadandlogin loaded successfully start entering login name instead click stop button everything works fine reproducible always steps reproduce start mozilla path binary mozilla enter http bugzilla mozilla org click log bugzilla click log move mouse dialog mail address click field start typing actual results mozilla crashes expected results able enter bugzilla site said everything work clck first stop button proceed entering login name,0
user agent mozilla compatible msie windows build identifier mozilla windows win gecko firefox mozilla stops scripts current page including event handlers loads new page cases mozilla fails stop event handlers previous page problem event handler finish exection new page loaded however event handler shows modal dialog handler stops execution mozilla continues load new page user closes modal dialog mozilla loaded new page handler continues execution context new page reproducible always steps reproduce load testcase push invoke exploit button actual results event handler executed context new page expected results event handler must stopped loading new page,1
three starters please mini ubuntu pxp trunk pxp try,0
bug require mailman server distinct namespace mozilla org mailing list names coincide lists mozilla org different domain end mailman deal box inbound relay mail passed mailman server list traffic server also need accessible via ports probably work fine imagine traffic level high going need another box probably physical point near future handle task mozilla org probably come similar names mailman,1
strict error checking enabled json jsm following error undefined variable exported symbols,0
fox mike two bugzilla accounts would like merge fox mike gmail com shyam mozilla com,0
though login vnc interact anything think could use kick,0
infinity expected true actual false reason wrong value,1
start fresh mozilla file open directories deep arrow clicking names read text file something opened directories click back state lost back nothing expanded expected behaviour,0
created attachment fix moving deck chairs titanic since bug wants remove duplicate menuitems stuff account central anything experience taught count patches landed count ability remember land patch qute icon offline settings copied pinstripe loose cat cable instead lightbulb longer matches statusbar offline icon actually using manage subscriptions png manage newsgroup subscriptions instead reusing empty mailbox also read mail unaccountably manage filters,0
freezing bugzilla exactly two months sometime next two weeks want release development release people enough time give feedback freeze want regardless whether release,1
reproduce soon attached testcase double click word first line actual result regardless word three double clicked last two english get selected expected result double clicked word selected rtl second line prog,1
since call userdata handlers without dealing context stuff chrome code manipulates content node userdata handler called userdata handler scripted caller chrome code viewpartialsourceforselection calls ancestorcontainer clonenode content run arbitrary code chrome privileges,0
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox deleting bookmark bookmarks menu click page menu text color selection wrong color stays forever need click menu also trunk reproducible always steps reproduce make new profile import bookmarks main menu delete bookmark click page open menu way around bug open bookmarks menu see selection still blue text wrong color black instead white hard get rid selection,1
