bug_id,long_description,label
WINE-20963,applying following update manager upgrade ubuntu amd bind host dfsg dfsg ubuntu devicekit disks ubuntu ubuntu dnsutils dfsg dfsg ubuntu gnome screensaver ubuntu ubuntu google chrome unstable libbind dfsg dfsg ubuntu libdns dfsg dfsg ubuntu libisc dfsg dfsg ubuntu libisccc dfsg dfsg ubuntu libisccfg dfsg dfsg ubuntu liblwres dfsg dfsg ubuntu ttf symbol replacement ubuntu ppa ubuntu ttf tahoma replacement ubuntu ppa ubuntu wine gecko ubuntu ppa ubuntu wine ubuntu ppa ubuntu commit log tue dec steam launched properly civ bts blanked screen locked system prior version civbts worked fine better vista winxp actually,0
WINE-27026,created attachment regedits value box issues program regedit exe found wine registry file user reg software agava tbp frequency hex see msdn exporting regedits menu registry export registry file regedit regedit format get hkey users software agava tbp frequency hex decimal hex reg file failed use program escaped characters wine registry also exported correct user reg written software rit bat mslorder thebat images default msl sorttplactionpos form max nbook npntplreply nefwdaddr ncbfwdheaders ncbfwdnoattach ncbfwdmime nbfwdaddr npntplfwd nbnewaddr nenewaddr npntplcreate ncbnewmsgstripheader ncbnewmsgflag ncbnewmsgpark ncbnewmsgread ncbnewmsgnoattach ncbnewmsgautocreate nbnewmsgaddr nenewmsgfolder npntplnew ntplframe nmsgeditdock npnredit ntpleditbottomdock ntpleditleftdock ntpleditrightdock npnforeditmenu npnforspellmenu nbok nbcancel templatepreviewheaders rto rcc rsubject wrongly exported hkey users software rit bat mslorder thebat images default msl sorttplactionpos form max nbook npntplreply nefwdaddr ncbfwdheaders ncbfwdnoattach ncbfwdmime nbfwdaddr npntplfwd nbnewaddr nenewaddr npntplcreate ncbnewmsgstripheader ncbnewmsgflag ncbnewmsgpark ncbnewmsgread ncbnewmsgnoattach ncbnewmsgautocreate nbnewmsgaddr nenewmsgfolder npntplnew ntplframe nmsgeditdock npnredit ntpleditbottomdock ntpleditleftdock ntpleditrightdock npnforeditmenu npnforspellmenu nbok nbcancel templatepreviewheaders subject linefeeds carrige returns mixed gui shows simply squares input box,1
WINE-2620,activating menu item switch user notes crashes nsd notes debugger running happens windows emulation modes win winxp mode win however notes crash successfully switches placed archive wine config run options output logs failed win winxp successful win runs switch http geocities com spytar notes switchid tgz,1
WINE-30659,created attachment console output crash look car behind angles press esc game menu esc resume playing gtavc crashes screenshot looks http simplest image hosting net png screenshot video card geforce gtx driver binary regression commit result sure right result crash reproducible though done best check validity acca ecb first bad commit commit acca ecb author henri verbeet date wed may wined determine index buffer location based vertex buffer locations dec dlls might fact nvidia bug since crash appears libnvidia glcore knows maybe invalid data passed,0
WINE-23455,created attachment console output using filealyzer wine dlls exe files causes internal application error see screenshot filealyzer happens dll exe file happen windows though,1
WINE-38002,created attachment output obtained trying run program see enclosed file,0
WINE-24853,created attachment terminal output wine steps reproduce remove wine winetricks gecko unpack copytransmanagerv zip anywhere wine copytransmanager exe behaviour wine program error window displayed expected behaviour wine program error window displayed,0
WINE-12648,bug similar crash bit mode fixed app runs fine wine bit graphics screens windows bit graphics screens crashes divide zero error wine bit graphics screens,1
WINE-40448,issues player character models missing loading certain zones mog garden result black screen sporadic crashes occur bisected found commit culprit tiny commit adds wined dfmt flag rendertarget wined dfmt unorm format texture info dlls wined utils looks like somehow make wined buffer create fail macbook pro retina inch late intel iris warn wined buffer create failed initialize buffer err resource init adapter memory think memory issue message seems always present regardless default message memory consumption high reversing particular patch latest master solves problems tested commit dated apr buffer initialization error goes away game runs quite stable without issues,0
WINE-18164,gcc include include winesrc reentrant fpic wall pipe fno strict aliasing wdeclaration statement wwrite strings wpointer arith usr pkg include usr include usr include freetype usr include usr pkg include usr include usr include freetype usr include ifenum ifenum ifenum function enumipaddresses ifenum warning pointer type void used arithmetic ifenum warning comparison distinct pointer types lacks cast ifenum function getipaddrtable ifenum warning pointer type void used arithmetic ifenum warning comparison distinct pointer types lacks cast patch one yet complain someone beats,1
WINE-24093,created attachment image showing problem demoscene debris shows garbage instead black strip attachment shows better seen since cca sec run used app default setting except wait vsync disabled looks like time passes getting worse regression test commit afc author henri verbeet date wed aug wined replace color fill fbo device clear render targets edc fff dlls bug report suffers commit revert patch git checkout makes problem away adding author patch private keyword bisected,0
WINE-41009,testing nikolay patch bug next one reproduce unpack run pcsx exe ddb pcsx binaries,0
WINE-44475,hello folks continuation bug download https download microsoft com download dfeca sqlexpr enu exe prerequisite winetricks mspatcha bug winetricks dotnet needed since run without visual studio main installer microsoft sql server express edition optional part visual studio express full installer sub installer microsoft sql server express edition fails managed clr exception thrown complaining missing net assemblies reproduce kill everything point crash dialog avoid rollback wineserver restart bootstrap installer program files microsoft sql server setup bootstrap release snip wine setup exe fixme shell url parseurl failed parse lwindowsbase fixme shell url parseurl failed parse lmicrosoft sqlserver chainer infrastructure fixme shell url parseurl failed parse lsystem fixme console getconsoleprocesslist xdb stub fixme shell url parseurl failed parse lmicrosoft sqlserver configuration fixme shell url parseurl failed parse lsystem xml fixme shell url parseurl failed parse lmicrosoft netenterpriseservers exceptionmessagebox fixme msi msiprovideassemblyw lmicrosoft netenterpriseservers exceptionmessagebox version culture neutral publickeytoken dcd processorarchitecture msil program files microsoft sql server setup bootstrap release setup exe config fixme msi msiprovideassemblyw lmicrosoft netenterpriseservers exceptionmessagebox version culture neutral publickeytoken dcd processorarchitecture msil null unhandled exception system filenotfoundexception could load file assembly microsoft netenterpriseservers exceptionmessagebox version culture neutral publickeytoken dcd one dependencies file found microsoft sqlserver chainer setup setup preloadassemblies microsoft sqlserver chainer setup setup main snip trace log part tries preload locate net assemblies gac snip call kernel createprocessw program files microsoft sql server setup bootstrap release setup exe program files microsoft sql server setup bootstrap release setup exe action install mediasource action install workflow install timestamp logmarker mediasource install ret bfc call kernel wine kernel init ret call kernel lstrlenw lmicrosoft netenterpriseservers exceptionmessageboxfileversion version culture neutral publickeytoken dcd processorarchitecture msil ret ret kernel lstrlenw retval ret call shlwapi urlgetpartw lmicrosoft netenterpriseservers exceptionmessagebox ret fixme shell url parseurl failed parse lmicrosoft netenterpriseservers exceptionmessagebox ret shlwapi urlgetpartw retval ret call kernel getfileattributesw windows microsoft net assembly gac msil policy microsoft netenterpriseservers exceptionmessagebox ret ret kernel getfileattributesw retval ffffffff ret call kernel getfileattributesw windows assembly gac microsoft netenterpriseservers exceptionmessagebox dcd microsoft netenterpriseservers exceptionmessagebox dll ret ret kernel getfileattributesw retval ffffffff ret snip microsoft netenterpriseservers exceptionmessagebox dll indeed nowhere present wineprefix app installer log mentions assemblies question nothing suspicious snip baaa dabdc microsoft netenterpriseservers exceptionmessageboxfileversion version culture neutralpublickeytoken dcd processorarchitecture msil baaa eda baa microsoft sqlserver customcontrolsfileversion version culture neutralpublickeytoken dcd processorarchitecture msil baaa microsoft sqlserver wizardframeworklitefileversion version culture neutralpublickeytoken dcd processorarchitecture msil file microsoft netenterpriseservers exceptionmessagebox dll directory gac file microsoft sqlserver configuration repl configextension dll directory currentsetupbootstrap file microsoft sqlserver customcontrols dll directory gac file microsoft sqlserver wizardframeworklite dll directory gac file microsoft netenterpriseservers exceptionmessagebox dll directory gac size file microsoft sqlserver configuration repl configextension dll directory currentsetupbootstrap size file microsoft sqlserver customcontrols dll directory gac size file microsoft sqlserver wizardframeworklite dll directory gac size action start msipublishassemblies application context assembly name microsoft sqlserver gridcontrolfileversion version culture neutralpublickeytoken dcd processorarchitecture application context assembly name microsoft netenterpriseservers exceptionmessageboxfileversion version culture neutralpublickeytoken dcd processorarchitecture msil application context assembly name microsoft sqlserver customcontrolsfileversion version culture neutralpublickeytoken dcd processorarchitecture msil application context assembly name microsoft sqlserver wizardframeworklitefileversion version culture neutralpublickeytoken dcd processorarchitecture msil action ended msipublishassemblies return value snip problem becomes visible full trace additional debugging snip winedebug pid seh relay msi wine sqlexpr enu exe log txt trace msi action costfinalize calculating file cost trace msi set target path file lrepairwizard xml resolves program files microsoft sql server setup bootstrap release repairwizard xml call kernel getfileattributesw program files microsoft sql server setup bootstrap release repairwizard xml ret ret kernel getfileattributesw retval ffffffff ret call kernel gettempfilenamew users focht temp lmsi ret ret kernel gettempfilenamew retval ret call kernel createdirectoryw users focht temp msi tmp ret ret kernel createdirectoryw retval ret trace msi set target path file lrepl exceptionmessagebox dll resolves users focht temp msi tmp microsoft netenterpriseservers exceptionmessagebox dll trace msi set target path file lrepl microsoft sqlserver configuration repl configextension dll resolves program files microsoft sql server setup bootstrap release microsoft sqlserver configuration repl configextension dll call kernel getfileattributesw program files microsoft sql server setup bootstrap release microsoft sqlserver configuration repl configextension dll ret ret kernel getfileattributesw retval ffffffff ret trace msi calculate install state installing lrepl exceptionmessagebox dll missing trace msi msi resolve file source working resolve source file lrepl exceptionmessagebox dll trace msi msi resolve source folder working resolve lgac trace msi msi resolve source folder already resolved pcusource setup windows gac call kernel getfileattributesw pcusource setup windows gac yafabdp dll ret ret kernel getfileattributesw retval ret trace msi msi resolve file source file lrepl exceptionmessagebox dll source resolves pcusource setup windows gac yafabdp dll trace msi action installfiles copying pcusource setup windows gac yafabdp dll users focht temp msi tmp microsoft netenterpriseservers exceptionmessagebox dll trace msi copy install file copying pcusource setup windows gac yafabdp dll users focht temp msi tmp microsoft netenterpriseservers exceptionmessagebox dll call kernel copyfilew pcusource setup windows gac yafabdp dll users focht temp msi tmp microsoft netenterpriseservers exceptionmessagebox dll ret bcc ret kernel copyfilew retval ret bcc call kernel setfileattributesw users focht temp msi tmp microsoft netenterpriseservers exceptionmessagebox dll ret bfa ret kernel setfileattributesw retval ret bfa call kernel widechartomultibyte laction start msipublishassemblies ffffffff ret trace msi action msipublishassemblies publishing lrepl exceptionmessagebox dll call advapi regcreatekeyw fabc linstaller assemblies global ret call advapi regsetvalueexw lmicrosoft netenterpriseservers exceptionmessageboxfileversion version culture neutral publickeytoken dcd processorarchitecture msil ret call kernel widechartomultibyte laction ended installfiles return value ffffffff ret call kernel deletefilew users focht temp msi tmp microsoft netenterpriseservers exceptionmessagebox dll ret ret kernel deletefilew retval ret snip although wine msi publish assemblies registry global shared assemblies never installed gac debug session install files action attach debugger sub process snip wine dbg backtrace action installfiles package home focht projects wine wine repo src dlls msi files msi action handlestandardaction package action installfiles home focht projects wine wine repo src dlls msi action msi action performaction package action installfiles script xffffffff home focht projects wine wine repo src dlls msi action msi iterate actions row param home focht projects wine wine repo src dlls msi action msi eae msi iteraterecords view ecb count nil func param home focht projects wine wine repo src dlls msi msiquery msi action processexecsequence package home focht projects wine wine repo src dlls msi action msi action executeaction package home focht projects wine wine repo src dlls msi action msi action install package home focht projects wine wine repo src dlls msi action msi ebb action handlestandardaction package action install home focht projects wine wine repo src dlls msi action msi action performaction package action install script xffffffff home focht projects wine wine repo src dlls msi action msi edc msi installpackage package szpackagepath pcusource setup sqlsupport msi szcommandline addlocal supportfiles reboot reallysuppress mediapackagepath setup home focht projects wine wine repo src dlls msi action msi msiinstallproductw xbd szpackagepath szcommandline home focht projects wine wine repo src dlls msi msi msi efe eec wine dbg info locals action installfiles msipackage package parameter ebp msimediainfo local ebp uint local ebp msifile file local ebp wchar source pcusource setup windows gac yafabdp dll local ebp wine dbg msi global assembly home focht projects wine wine repo src dlls msi action wine dbg return comp assembly wine dbg comp entry next prev component repl exceptionmessagebox dll componentid dabdc directory gac attributes condition nil keypath repl exceptionmessagebox dll installed installstate absent actionrequest installstate local action installstate local forcelocalstate enabled cost refcount fullkeypath microsoft netenterpriseservers exceptionmessageboxfileversion version culture neutralpublickeytoken dcd processorarchitecture msil advertisestring nil assembly num clients anyabsent hasadvertisedfeature haslocalfeature hassourcefeature wine dbg comp assembly feature supportfiles manifest repl exceptionmessagebox dll application nil attributes display name microsoft netenterpriseservers exceptionmessageboxfileversion version culture neutralpublickeytoken dcd processorarchitecture msil tempdir users focht temp msi tmp installed clr version wine dbg file entry next prev file repl exceptionmessagebox dll component filename microsoft netenterpriseservers exceptionmessagebox dll shortname yafabdp dll longname microsoft netenterpriseservers exceptionmessagebox dll filesize version language attributes sequence state msifs installed targetpath users focht temp msi tmp microsoft netenterpriseservers exceptionmessagebox dll iscompressed hash dwfilehashinfosize dwdata disk snip source https source winehq org git wine git blob daa ddc ddd cfd dlls msi files snip list entry file package files msifile entry msicomponent comp file component msi global assembly comp comp assembly installed file state msifs missing msi install assembly package comp error success err failed install assembly error install failure break file state msifs installed snip file state already set installed file install part main loop action installfiles hence global net assembly installation part executed due line condition part fixed installer succeeds snip call kernel createfilew users focht temp msi tmp microsoft netenterpriseservers exceptionmessagebox dll ret ret kernel createfilew retval ret trace msi msi install assembly installing assembly users focht temp msi tmp microsoft netenterpriseservers exceptionmessagebox dll call kernel copyfilew efe users focht temp msi tmp microsoft netenterpriseservers exceptionmessagebox dll windows assembly gac msil microsoft netenterpriseservers exceptionmessagebox dcd microsoft netenterpriseservers exceptionmessagebox dll ret ret kernel copyfilew retval ret snip interestingly net assemblies get installed windows microsoft net assembly gac location prior net despite net framework clr present prefix snip tree charset ansi windows assembly windows assembly gac microsoft sqlserver gridcontrol dcd microsoft sqlserver gridcontrol dll gac msil microsoft netenterpriseservers exceptionmessagebox dcd microsoft netenterpriseservers exceptionmessagebox dll microsoft sqlserver customcontrols dcd microsoft sqlserver customcontrols dll microsoft sqlserver wizardframeworklite dcd microsoft sqlserver wizardframeworklite dll directories files snip seems target runtime property assemblies indeed set also viewed using ilspy reflector etc sha sum sqlexpr enu exe ecf sqlexpr enu exe sqlexpr enu exe sqlexpr enu exe wine version wine regards,0
WINE-42626,run titan quest immortal throne choice custom missions got abort error message wine call unimplemented function msvcr dll crtunhandledexception aborting err seh raise exception exception frame stack limits unable dispatch exception mean wine need implement function crtunhandledexception msvcr dll copy bit native msvcr dll msvcp dll game root directory wine still load buildin message wrong architecture tips nothing play single user normal missions debian wine,0
WINE-20145,created attachment test program show differences drawing bpp icons drawicon drawiconex function drawiconex handle icons bpp correctly attached test program draw many different icons line drawicon line icons drawiconex defaultsize normal compat flags set normally result exact output drawn icons fltr bpp chessboard field bpp white black red green blue icons without alpha channel bpp white black red green blue icons increasing values alpha works fine windowsxp bit color depth attach screenshot later wine bpp icon distorted squeezed bit icons however drawn correct search handling bpp icons differs two functions fix drawiconex accordingly fixed drawicon function could call drawiconex defaultsize normal compat flags suggested http msdn microsoft com library aspx done test application therefore lot complicated duplicated code could removed dlls user cursoricon,1
WINE-14060,fixme secur schan initializesecuritycontextw stub another application needs schannel implemented right login work,1
WINE-21463,created attachment partial stub warnings star trek starfleet command iii fails run due partial stub direct implementation tested fresh wine install fresh wine directory attached relevant debug info,1
WINE-26178,created attachment error msg try save document word embedded fonts wine displays error msg word stop responding must manually kill turn font embedding everything,0
WINE-43886,created attachment wine terminal output starting xenia emulator shows err module import dll library api win shcore scaling dll needed home max downloads xenia exe found err module ldrinitializethunk main exe initialization home max downloads xenia exe failed status file link https appveyor com api buildjobs put artifacts xenia master zip sha dddb ecf,0
WINE-21710,simply start game menu background image anymore failing changeset seems git bisect bad ccb bcb first bad commit commit ccb bcb author alexandre julliard date tue oct libwine reserve low memory space even without preloader cbdf fee ccc aabdf libs,1
WINE-27174,created attachment install logs screenshot seems fixed others http bugs winehq org show bug cgi fresh wineprefix install word common files via office ultimate installer screenshot log attached authenticate online initial setup choose receive automatic windows updates overrides set install using office fullfile exe log attached start word odt support,1
WINE-31032,hello bug talks problem builtin gdiplus mono actually net framework fails issue regression http source winehq org git wine git commitdiff ebce eac gdiplus create copy source stream loading image mono still suffered partial revert might related hence made extra one net managed backtrace shown console snip unhandled exception system argumentexception parameter valid system drawing image get framedimensionslist system drawing imageanimator cananimate image image system drawing imageanimator imageinfo ctor image image system drawing imageanimator animate image image eventhandler onframechangedhandler system windows forms buttonbase animate boolean animate system windows forms buttonbase animate system windows forms buttonbase set image image value filesdownloader mainform initializecomponent filesdownloader mainform ctor filesdownloader program main snip actually result problem happening earlier using managed debugger backtrace likely culprit snip clr exception code first chance thread esp eip helpermethodframe system drawing internal gpstream notimplemented adfefa system drawing internal gpstream clone gcframe commethodframe ndirectmethodframeslim system drawing safenativemethods gdip gdiploadimagefromstream istream intptr byref system drawing image initializefromstream system stream system drawing image ctor system runtime serialization serializationinfo system runtime serialization streamingcontext system drawing bitmap ctor system runtime serialization serializationinfo system runtime serialization streamingcontext system resources resourcemanager getobject system string system globalization cultureinfo boolean system resources resourcemanager getobject system string filesdownloader mainform initializecomponent filesdownloader mainform ctor filesdownloader program main snip trace log snip call gdiplus gdiploadimagefromstream ret call kernel raiseexception ret trace seh raise exception code flags addr tid trace seh raise exception info trace seh raise exception eax ebx ecx edx esi edi trace seh raise exception ebp esp flags trace seh call stack handlers calling handler code flags trace seh call stack handlers handler returned trace seh call stack handlers calling handler code flags trace gdiplus gdipcreatestreamonfile null ret gdiplus gdiploadimagefromstream retval ret snip commit cleanly reverted restoring old behaviour gdiploadimagefromstream gets app work regards,0
WINE-18997,bug report crash happens remain one minute chat room warcraft iii battle net bug report crash happens login time bug report crash application entry howto explain section get battle net working work around bug http appdb winehq org objectmanager php sclass version iid please ask help bug report one wants read tones comments thanks logs traces etc needed moment known crash happens see bug regression caused partly implemented functionality commit introduced regression first bad commit commit author henri verbeet date mon oct secur implement schannel initializesecuritycontextw cdb ebbdec dlls trace http bugs winehq org attachment cgi shows deletesecuritycontext gets called twice handle trace contain crash stackstrace warcraft catch exception writes stacktrace file trace made wine build based commit repository http repo wine warcraft git logh afa ffc bug either possible delete security context twice bug causes deletesecuritycontext method called twice,1
WINEHQ.ORG-40018,page problem https www winehq org help problem recommend read online documentation documentation broken link probable resolution change match link found icon https www winehq org documentation,0
WINE-4018,whe compiling wine following error message gcc include include usr include winesrc reentrant fpic wall pipe mpreferred stack boundary fno strict aliasing gstabs wdeclaration statement wpointer arith wgl wgl gcc include include usr include winesrc reentrant fpic wall pipe mpreferred stack boundary fno strict aliasing gstabs wdeclaration statement wpointer arith wgl ext wgl ext library path libs unicode library path tools wrc wrc nostdinc include include usr include winesrc foversion res version tools winegcc winegcc tools winebuild shared opengl spec opengl ext opengl norm wgl wgl ext version res opengl dll dlls dlls user dlls gdi dlls advapi dlls kernel luser lgdi ladvapi lkernel libs wine lwine usr lib lsm lice lxxf dga lxxf lxext lgl lglu libs port lwine port make leaving directory home david wine dlls opengl opengl dll opengl opengl dll opengl dll make entering directory home david wine dlls wined gcc include include usr include winesrc reentrant fpic wall pipe mpreferred stack boundary fno strict aliasing gstabs wdeclaration statement wpointer arith basetexture basetexture gcc include include usr include winesrc reentrant fpic wall pipe mpreferred stack boundary fno strict aliasing gstabs wdeclaration statement wpointer arith cubetexture cubetexture cubetexture function iwined dcubetextureimpl getcubemapsurface cubetexture error dcumpmap face positive undeclared first use function cubetexture error undeclared identifier reported cubetexture error function appears cubetexture error dcubemap face negitive undeclared first use function cubetexture function iwined dcubetextureimpl lockrect cubetexture error dcumpmap face positive undeclared first use function cubetexture error dcubemap face negitive undeclared first use function cubetexture function iwined dcubetextureimpl unlockrect cubetexture error dcumpmap face positive undeclared first use function cubetexture error dcubemap face negitive undeclared first use function cubetexture function iwined dcubetextureimpl adddirtyrect cubetexture error dcumpmap face positive undeclared first use function cubetexture error dcubemap face negitive undeclared first use function make cubetexture erreur make leaving directory home david wine dlls wined make wined erreur make leaving directory home david wine dlls make dlls erreur david goss wine patch coming resolve problem joaopa,0
WINE-6636,using personal ancestral file database least one person menu click search individual list program crashes crash introduced dlls riched editor revision adding support setfont released version second time setfont called opening individual list repaint flag true crashes updaterepaint editor called,0
WINE-21613,gdiplus image tests long shown following error valgrind conditional jump move depends uninitialised value drv dib gencolormap dib drv dib buildcolormap dib drv createdibsection dib createdibsection dib gdipcreatebitmapfromscan image gdipcreatebitmapfromhbitmap image test gdipcreatebitmapfromhbitmap image func image image run test test main test uninitialised value created stack allocation gdipcreatebitmapfromscan image http kegel com wine valgrind logs gdiplus image txt turns even though biclrused zero createdibsection expects bitmapinfo valid color table see gdi dib line colors info bmiheader biclrused colors colors bmiheader bibitcount attached patch gets rid warning lets tests pass seems wrong color table probably needs real values,1
WINE-22449,created attachment screenshot cdburnerxp displaying program icon incorrectly title bar taskbar areas transparent black rest icon transparent regression test shows dfe adde first bad commit commit dfe adde author alexandre julliard date mon apr winex add small icon net icon hint bbb eee cafc dlls,0
WINEHQ.ORG-8704,red hat fedora binary link broken moreover link necessary since wine included extra repository fedora every new version placed extra updates best way install latest version yum enable repo install wine,0
WINE-18238,created attachment terminal output program start crash whenever click audit roms refresh reload update roms list mameuifx disappears bug consistent mameuifx till wine till know exists versions wine mameuifx,1
WINE-18931,created attachment console output latest git trying create new file photoshop page fault occurs apparently msvcr tried vcrun vcrun help,1
WINE-19977,wine runasdate exe click date box year windows one click highlights entire year begin typing new year windows immediately cleared put place wine typing last character remains get additionally calendar selection tool really buggy bugs think course winetricks works around,0
WINE-22948,created attachment wine output caesar starts game hear sounds intro video main theme graphics,1
WINE-35891,hello folks encountered austin tests native overrides https bugs winehq org show bug cgi quote crashes wine call unimplemented function apphelp dll sdbinitdatabase aborting stub gets scecli dll scesetupmovesecurityfile function appear documented howver try anything xmllite installs issues native setupapi sdbinitdatabase stubbed running loop quote found another interesting tool makes use application compatibility database api sdb xml msdn http blogs msdn com heaths archive sdb xml aspx sha sum sdb xml exe ecdcb dbd sdb xml exe sdb xml exe sdb xml exe wine version wine aad regards,0
WINE-9647,today git install run itunes absolutely configuration even winecfg pick audio however audio playback flaky little snippets songs repeat switching songs scrolling song window,0
WINE-15035,created attachment regression test result impossible start gothic wine,0
WINE-23113,created attachment console output running winrar installer copying license agreement tried installing winrar system saw bunch garbage license agreement copy pasting text kwrite results readable license agreement appearing kwrite running kde gentoo linux console output command used gentoo linux describe system configured hope helpful emerge wine info portage default linux gcc glibc system settings system uname linux genuine intel cpu ghz gentoo timestamp tree fri jun ccache version enabled app shells bash dev java java config dev lang python dev util ccache dev util cmake sys apps baselayout sys apps openrc sys apps sandbox sys devel autoconf sys devel automake sys devel binutils sys devel gcc sys devel gcc config sys devel libtool virtual headers accept keywords accept license cbuild linux gnu cflags march prescott param cache size param cache line size param cache size pipe fomit frame pointer chost linux gnu config protect etc usr share xkb usr share config var lib hsqldb config protect mask etc certificates conf etc env etc env java etc fonts fonts conf etc gconf etc gentoo release etc php apache php ext active etc php cgi php ext active etc php cli php ext active etc revdep rebuild etc sandbox etc terminfo etc texmf language dat etc texmf language def etc texmf updmap etc texmf web cxxflags march prescott param cache size param cache line size param cache size pipe fomit frame pointer distdir usr portage distfiles features assume digests buildpkg ccache distlocks fixpackages news parallel fetch protect owned sandbox sfperms strict unmerge logs unmerge orphans userfetch fflags march prescott param cache size param cache line size param cache size pipe fomit frame pointer gentoo mirrors http mirror csclub uwaterloo gentoo distfiles http gentoo netnitco net http distro ibiblio org pub linux distributions gentoo ldflags needed linguas makeopts pkgdir usr portage packages portage configroot portage rsync opts recursive links safe links perms times compress force whole file delete stats timeout exclude distfiles exclude local exclude packages portage tmpdir var tmp portdir usr portage portdir overlay var lib layman sunrise var lib layman vmware var lib layman java overlay usr local portage sync rsync rsync gentoo org gentoo portage use acpi alsa apm berkdb bzip cdr cleartype cli consolekit corefonts cracklib crypt cups cxx dbus dri dvd dvdr fftw fortran gdbm gif gnutls gpm hal iconv java java jpeg kde lzma midi mmap mmx mng modules mudflap ncurses networkmanager nls nptl nptlonly nsplugin opengl openmp pam pcre perl png pppd python support readline reflection samba session spl sqlite sse sse sse ssl svg sysfs tcpd threads tiff truetype type unicode vorbis xml xorg xvmc zlib alsa cards ali als atiixp atiixp modem cmipci emu emu ens ens hda intel intel intel maestro trident usb audio via via modem ymfpci alsa pcm plugins adpcm alaw asym copy dmix dshare dsnoop empty extplug file hooks iec ioplug ladspa lfloat linear meter mmap emul mulaw multi null plug rate route share shm softvol apache modules actions alias auth basic authn alias authn anon authn dbm authn default authn file authz dbm authz default authz groupfile authz host authz owner authz user autoindex cache dav dav dav lock deflate dir disk cache env expires ext filter file cache filter headers include info log config logio mem cache mime mime magic negotiation rewrite setenvif speling status unique userdir usertrack vhost alias elibc glibc input devices evdev synaptics kernel linux lcd devices bayrad cfontz cfontz glk lcdm mtxorb ncurses text linguas netbeans modules ruby targets ruby userland gnu video cards nvidia xtables addons quota psd pknock lscan length ipv options ipset ipp iface geoip fuzzy condition tee tarpit sysrq steal rawnat logmark ipmark dhcpmac delude chaos account unset cppflags ctarget emerge default opts install mask lang portage compress portage compress flags portage rsync extra opts package settings app emulation wine built following use alsa cups dbus fontconfig gecko gnutls hal jpeg lcms ncurses opengl perl png samba ssl threads truetype xml capi custom cflags esd gphoto gsm jack ldap nas openal oss pulseaudio scanner test win xcomposite xinerama cflags march prescott pipe cxxflags march prescott pipe,1
WINE-6692,wine crashes startup executing sapo messenger version worked please tell need information,0
WINE-15309,created attachment console output flashplayer crashes quartz culprit bug dereference null pointer joaopa,0
